unix,date,symbol,open,high,low,close,Volume MATIC,Volume USD
1.64787E+12,3/21/2022 14:00,MATIC/USD,1.4808,1.48782,1.47139,1.47754,21831.3402,32256.67839
1.64787E+12,3/21/2022 15:00,MATIC/USD,1.47754,1.48019,1.47074,1.47863,31261.42282,46224.07762
1.64788E+12,3/21/2022 16:00,MATIC/USD,1.47863,1.48084,1.45845,1.45845,16861.87378,24592.19982
1.64788E+12,3/21/2022 17:00,MATIC/USD,1.45845,1.46703,1.45538,1.46703,11994.7575,17596.66909
1.64789E+12,3/21/2022 18:00,MATIC/USD,1.46703,1.46914,1.46201,1.46246,4331.884149,6335.207293
1.64789E+12,3/21/2022 19:00,MATIC/USD,1.46246,1.46544,1.45619,1.46543,10088.42247,14783.87694
1.64789E+12,3/21/2022 20:00,MATIC/USD,1.46543,1.46671,1.46371,1.46498,4363.760116,6392.821295
1.6479E+12,3/21/2022 21:00,MATIC/USD,1.46498,1.4705,1.46132,1.47006,10022.82207,14734.14982
1.6479E+12,3/21/2022 22:00,MATIC/USD,1.47006,1.47201,1.46602,1.46966,23984.74411,35249.41903
1.6479E+12,3/21/2022 23:00,MATIC/USD,1.46966,1.47179,1.46243,1.46554,11211.66523,16431.14386
1.64791E+12,3/22/2022 0:00,MATIC/USD,1.46554,1.46999,1.45893,1.46999,20289.69203,29825.64439
1.64791E+12,3/22/2022 1:00,MATIC/USD,1.46999,1.4705,1.46118,1.46544,42185.66445,61820.5601
1.64791E+12,3/22/2022 2:00,MATIC/USD,1.46544,1.48983,1.46544,1.48752,45860.91175,68219.02345
1.64792E+12,3/22/2022 3:00,MATIC/USD,1.48752,1.50706,1.48752,1.50075,24317.70692,36494.79866
1.64792E+12,3/22/2022 4:00,MATIC/USD,1.50075,1.51763,1.50075,1.50919,32798.72545,49499.50847
1.64793E+12,3/22/2022 5:00,MATIC/USD,1.50919,1.51622,1.50801,1.5113,18852.66631,28492.03459
1.64793E+12,3/22/2022 6:00,MATIC/USD,1.5113,1.5113,1.49362,1.49805,25782.77259,38623.88247
1.64793E+12,3/22/2022 7:00,MATIC/USD,1.49805,1.50909,1.49805,1.50739,70973.76092,106985.1375
1.64794E+12,3/22/2022 8:00,MATIC/USD,1.50739,1.52251,1.50736,1.5181,16433.32506,24947.43078
1.64794E+12,3/22/2022 9:00,MATIC/USD,1.5181,1.51991,1.51007,1.51612,10806.445,16383.86739
1.64794E+12,3/22/2022 10:00,MATIC/USD,1.51612,1.52375,1.51469,1.52375,72009.1844,109723.9947
1.64795E+12,3/22/2022 11:00,MATIC/USD,1.52375,1.52682,1.52013,1.52624,29854.83862,45565.6489
1.64795E+12,3/22/2022 12:00,MATIC/USD,1.52624,1.52761,1.51402,1.51789,116370.1432,176637.0767
1.64795E+12,3/22/2022 13:00,MATIC/USD,1.51789,1.52569,1.51242,1.51665,17229.38642,26130.94891
1.64796E+12,3/22/2022 14:00,MATIC/USD,1.51665,1.53414,1.51665,1.52029,47535.36088,72267.53379
1.64796E+12,3/22/2022 15:00,MATIC/USD,1.52029,1.52334,1.51106,1.51334,45921.40044,69494.69213
1.64796E+12,3/22/2022 16:00,MATIC/USD,1.51334,1.52033,1.50794,1.51168,63869.70972,96550.56278
1.64797E+12,3/22/2022 17:00,MATIC/USD,1.51168,1.52048,1.50975,1.51817,14307.7902,21721.65785
1.64797E+12,3/22/2022 18:00,MATIC/USD,1.51817,1.52113,1.51331,1.51665,52582.13614,79748.69678
1.64798E+12,3/22/2022 19:00,MATIC/USD,1.51665,1.52228,1.50414,1.50417,67160.65201,101021.0379
1.64798E+12,3/22/2022 20:00,MATIC/USD,1.50417,1.51605,1.50379,1.51394,10105.20539,15298.67465
1.64798E+12,3/22/2022 21:00,MATIC/USD,1.51394,1.52823,1.51219,1.52823,23563.37724,36010.26
1.64799E+12,3/22/2022 22:00,MATIC/USD,1.52823,1.52823,1.50747,1.51317,149175.6708,225728.1498
1.64799E+12,3/22/2022 23:00,MATIC/USD,1.51317,1.51345,1.50206,1.50582,11228.64432,16908.31718
1.64799E+12,3/23/2022 0:00,MATIC/USD,1.50582,1.51512,1.50475,1.51299,5821.237662,8807.47437
1.648E+12,3/23/2022 1:00,MATIC/USD,1.51299,1.51299,1.49582,1.50677,60058.11557,90493.7668
1.648E+12,3/23/2022 2:00,MATIC/USD,1.50677,1.52089,1.50619,1.5158,30446.96442,46151.50867
1.648E+12,3/23/2022 3:00,MATIC/USD,1.5158,1.51815,1.50121,1.5028,6522.387523,9801.84397
1.64801E+12,3/23/2022 4:00,MATIC/USD,1.5028,1.50562,1.49408,1.50173,33623.35762,50493.20483
1.64801E+12,3/23/2022 5:00,MATIC/USD,1.50173,1.50749,1.49614,1.50696,24591.67229,37058.66648
1.64802E+12,3/23/2022 6:00,MATIC/USD,1.50696,1.51709,1.50367,1.5086,26516.19941,40002.33843
1.64802E+12,3/23/2022 7:00,MATIC/USD,1.5086,1.51008,1.50489,1.50565,36215.36304,54527.66135
1.64802E+12,3/23/2022 8:00,MATIC/USD,1.50565,1.51302,1.50215,1.511,16879.47874,25504.89238
1.64803E+12,3/23/2022 9:00,MATIC/USD,1.511,1.51362,1.50439,1.51077,46204.4688,69804.32533
1.64803E+12,3/23/2022 10:00,MATIC/USD,1.51077,1.51993,1.51056,1.51957,15589.08344,23688.70352
1.64803E+12,3/23/2022 11:00,MATIC/USD,1.51957,1.51957,1.50952,1.51367,41364.37235,62612.00949
1.64804E+12,3/23/2022 12:00,MATIC/USD,1.51367,1.52524,1.5087,1.52492,27888.62354,42527.91981
1.64804E+12,3/23/2022 13:00,MATIC/USD,1.52492,1.52713,1.51463,1.51863,188041.014,285564.7251
1.64804E+12,3/23/2022 14:00,MATIC/USD,1.51863,1.55048,1.51863,1.55027,124289.2687,192681.9245
1.64805E+12,3/23/2022 15:00,MATIC/USD,1.55027,1.55159,1.54214,1.54993,54624.85081,84664.69501
1.64805E+12,3/23/2022 16:00,MATIC/USD,1.54993,1.55363,1.53701,1.5408,53209.02463,81984.46515
1.64805E+12,3/23/2022 17:00,MATIC/USD,1.5408,1.54251,1.52341,1.52567,31561.33719,48152.18531
1.64806E+12,3/23/2022 18:00,MATIC/USD,1.52567,1.52896,1.51685,1.51718,21424.58163,32504.94676
1.64806E+12,3/23/2022 19:00,MATIC/USD,1.51718,1.52875,1.51634,1.5254,26219.72415,39995.56722
1.64807E+12,3/23/2022 20:00,MATIC/USD,1.5254,1.53986,1.5254,1.53614,11896.18835,18274.21078
1.64807E+12,3/23/2022 21:00,MATIC/USD,1.53614,1.54199,1.5323,1.53602,38053.57246,58451.04837
1.64807E+12,3/23/2022 22:00,MATIC/USD,1.53602,1.549,1.5339,1.549,13496.34691,20905.84136
1.64808E+12,3/23/2022 23:00,MATIC/USD,1.549,1.55854,1.54148,1.55693,264485.0683,411784.7373
1.64808E+12,3/24/2022 0:00,MATIC/USD,1.55693,1.57566,1.55154,1.573,56206.92115,88413.48698
1.64808E+12,3/24/2022 1:00,MATIC/USD,1.573,1.573,1.54651,1.55179,74527.88301,115651.6236
1.64809E+12,3/24/2022 2:00,MATIC/USD,1.55179,1.56421,1.54768,1.56407,19457.93899,30433.57863
1.64809E+12,3/24/2022 3:00,MATIC/USD,1.56407,1.5689,1.55454,1.55827,16627.47523,25910.09583
1.64809E+12,3/24/2022 4:00,MATIC/USD,1.55827,1.56834,1.55827,1.56834,23217.59298,36413.07978
1.6481E+12,3/24/2022 5:00,MATIC/USD,1.56834,1.57456,1.56157,1.57341,115055.6505,181029.7111
1.6481E+12,3/24/2022 6:00,MATIC/USD,1.57341,1.58267,1.57165,1.58095,20737.47527,32784.91152
1.64811E+12,3/24/2022 7:00,MATIC/USD,1.58095,1.58095,1.57114,1.57133,67983.27131,106824.1537
1.64811E+12,3/24/2022 8:00,MATIC/USD,1.57133,1.58355,1.56921,1.58053,2235.07868,3532.608906
1.64811E+12,3/24/2022 9:00,MATIC/USD,1.58053,1.58488,1.57143,1.57393,9417.578615,14822.60951
1.64812E+12,3/24/2022 10:00,MATIC/USD,1.57393,1.58554,1.57035,1.58533,443375.6482,702896.7164
1.64812E+12,3/24/2022 11:00,MATIC/USD,1.58533,1.59907,1.58302,1.58728,81330.71575,129094.6185
1.64812E+12,3/24/2022 12:00,MATIC/USD,1.58728,1.5957,1.57634,1.58765,39666.69103,62976.82201
1.64813E+12,3/24/2022 13:00,MATIC/USD,1.58765,1.61922,1.58504,1.61441,64382.85165,103940.3195
1.64813E+12,3/24/2022 14:00,MATIC/USD,1.61441,1.63655,1.61441,1.635,124188.1614,203047.6438
1.64813E+12,3/24/2022 15:00,MATIC/USD,1.635,1.63893,1.62198,1.62806,78262.52686,127416.0895
1.64814E+12,3/24/2022 16:00,MATIC/USD,1.62806,1.63023,1.61199,1.62137,185890.1701,301396.745
1.64814E+12,3/24/2022 17:00,MATIC/USD,1.62137,1.63,1.615,1.615,166116.4877,268278.1276
1.64814E+12,3/24/2022 18:00,MATIC/USD,1.615,1.62038,1.61224,1.62038,13839.13456,22424.65685
1.64815E+12,3/24/2022 19:00,MATIC/USD,1.62038,1.62782,1.61848,1.6227,36217.68854,58770.44319
1.64815E+12,3/24/2022 20:00,MATIC/USD,1.6227,1.6259,1.61727,1.62457,17150.30603,27861.87267
1.64816E+12,3/24/2022 21:00,MATIC/USD,1.62457,1.62606,1.61503,1.62345,24919.76585,40455.99387
1.64816E+12,3/24/2022 22:00,MATIC/USD,1.62345,1.62837,1.61923,1.61941,19571.48354,31694.25616
1.64816E+12,3/24/2022 23:00,MATIC/USD,1.61941,1.63509,1.61782,1.63141,63800.80271,104085.2675
1.64817E+12,3/25/2022 0:00,MATIC/USD,1.63141,1.63588,1.61461,1.61789,13465.34345,21785.44451
1.64817E+12,3/25/2022 1:00,MATIC/USD,1.61789,1.63868,1.61782,1.6358,43031.69723,70391.25033
1.64817E+12,3/25/2022 2:00,MATIC/USD,1.6358,1.6358,1.62667,1.62868,11318.56738,18434.32431
1.64818E+12,3/25/2022 3:00,MATIC/USD,1.62868,1.62992,1.62515,1.62992,11267.18562,18364.61118
1.64818E+12,3/25/2022 4:00,MATIC/USD,1.62992,1.63672,1.62845,1.6366,10144.33757,16602.22287
1.64818E+12,3/25/2022 5:00,MATIC/USD,1.6366,1.63798,1.63215,1.63215,53289.25273,86976.05385
1.64819E+12,3/25/2022 6:00,MATIC/USD,1.63215,1.64064,1.63093,1.63575,16337.2384,26723.6377
1.64819E+12,3/25/2022 7:00,MATIC/USD,1.63575,1.64251,1.62631,1.62785,20581.43776,33503.49345
1.6482E+12,3/25/2022 8:00,MATIC/USD,1.62785,1.62785,1.60337,1.6119,37384.88176,60260.6909
1.6482E+12,3/25/2022 9:00,MATIC/USD,1.6119,1.62499,1.60533,1.62405,9028.032491,14661.97617
1.6482E+12,3/25/2022 10:00,MATIC/USD,1.62405,1.62973,1.6178,1.6265,19953.51127,32454.38607
1.64821E+12,3/25/2022 11:00,MATIC/USD,1.6265,1.64204,1.6265,1.6374,21688.04747,35512.00893
1.64821E+12,3/25/2022 12:00,MATIC/USD,1.6374,1.66319,1.6374,1.6617,117750.7791,195666.4696
1.64821E+12,3/25/2022 13:00,MATIC/USD,1.6617,1.66233,1.65031,1.65405,84736.73566,140158.7976
1.64822E+12,3/25/2022 14:00,MATIC/USD,1.65405,1.65703,1.64053,1.64504,149115.7601,245301.3901
1.64822E+12,3/25/2022 15:00,MATIC/USD,1.64504,1.64504,1.60304,1.60755,68900.77778,110761.4453
1.64822E+12,3/25/2022 16:00,MATIC/USD,1.60755,1.61624,1.58567,1.58567,36396.18174,57712.33349
1.64823E+12,3/25/2022 17:00,MATIC/USD,1.58567,1.58821,1.56452,1.57754,153813.4558,242646.879
1.64823E+12,3/25/2022 18:00,MATIC/USD,1.57754,1.59325,1.57754,1.59027,39815.3724,63317.19226
1.64823E+12,3/25/2022 19:00,MATIC/USD,1.59027,1.5917,1.57351,1.58907,12400.46599,19705.20849
1.64824E+12,3/25/2022 20:00,MATIC/USD,1.58907,1.59532,1.58512,1.59352,55639.96765,88663.40124
1.64824E+12,3/25/2022 21:00,MATIC/USD,1.59352,1.59388,1.58257,1.58597,18310.85703,29040.46992
1.64825E+12,3/25/2022 22:00,MATIC/USD,1.58597,1.58696,1.57678,1.57678,6821.397394,10755.84298
1.64825E+12,3/25/2022 23:00,MATIC/USD,1.57678,1.58286,1.57473,1.57887,12873.70366,20325.9045
1.64825E+12,3/26/2022 0:00,MATIC/USD,1.57887,1.5862,1.57351,1.57354,7172.400886,11286.05969
1.64826E+12,3/26/2022 1:00,MATIC/USD,1.57354,1.58156,1.56944,1.57979,42828.83572,67660.56637
1.64826E+12,3/26/2022 2:00,MATIC/USD,1.57979,1.58167,1.57249,1.5741,8869.525985,13961.52085
1.64826E+12,3/26/2022 3:00,MATIC/USD,1.5741,1.58516,1.57406,1.58349,31928.68051,50558.7463
1.64827E+12,3/26/2022 4:00,MATIC/USD,1.58349,1.59032,1.57925,1.59003,17135.30536,27245.64958
1.64827E+12,3/26/2022 5:00,MATIC/USD,1.59003,1.59611,1.58662,1.59611,19240.2666,30709.58193
1.64827E+12,3/26/2022 6:00,MATIC/USD,1.59611,1.59768,1.5931,1.59429,19477.81773,31053.29003
1.64828E+12,3/26/2022 7:00,MATIC/USD,1.59429,1.60475,1.59429,1.60467,19430.93148,31180.23281
1.64828E+12,3/26/2022 8:00,MATIC/USD,1.60467,1.60475,1.6,1.60232,32177.02606,51557.8924
1.64829E+12,3/26/2022 9:00,MATIC/USD,1.60232,1.60237,1.59452,1.59697,17189.83499,27451.65078
1.64829E+12,3/26/2022 10:00,MATIC/USD,1.59697,1.60455,1.59584,1.60368,10897.24588,17475.69526
1.64829E+12,3/26/2022 11:00,MATIC/USD,1.60368,1.60641,1.601,1.601,40099.84887,64199.85805
1.6483E+12,3/26/2022 12:00,MATIC/USD,1.601,1.60215,1.58511,1.59133,25065.10585,39886.85488
1.6483E+12,3/26/2022 13:00,MATIC/USD,1.59133,1.59453,1.58252,1.58592,23122.62127,36670.62753
1.6483E+12,3/26/2022 14:00,MATIC/USD,1.58592,1.58817,1.58218,1.58677,25366.5549,40250.88832
1.64831E+12,3/26/2022 15:00,MATIC/USD,1.58677,1.59347,1.58515,1.58606,21242.06778,33691.19402
1.64831E+12,3/26/2022 16:00,MATIC/USD,1.58606,1.59829,1.58509,1.59829,29261.89543,46768.99485
1.64831E+12,3/26/2022 17:00,MATIC/USD,1.59829,1.60552,1.598,1.60149,28264.58694,45265.45334
1.64832E+12,3/26/2022 18:00,MATIC/USD,1.60149,1.60404,1.59777,1.60351,60618.27385,97202.00829
1.64832E+12,3/26/2022 19:00,MATIC/USD,1.60351,1.60351,1.59418,1.59503,41351.1853,65956.3811
1.64832E+12,3/26/2022 20:00,MATIC/USD,1.59503,1.60992,1.59503,1.60004,45800.06248,73281.93197
1.64833E+12,3/26/2022 21:00,MATIC/USD,1.60004,1.60535,1.59445,1.60534,41848.69466,67181.38349
1.64833E+12,3/26/2022 22:00,MATIC/USD,1.60534,1.60797,1.59703,1.60797,13971.52884,22465.79922
1.64834E+12,3/26/2022 23:00,MATIC/USD,1.60797,1.61597,1.60641,1.61038,11469.16167,18469.70857
1.64834E+12,3/27/2022 0:00,MATIC/USD,1.61038,1.61394,1.60815,1.6136,58172.64528,93867.38042
1.64834E+12,3/27/2022 1:00,MATIC/USD,1.6136,1.62045,1.61228,1.62045,4952.286341,8024.932401
1.64835E+12,3/27/2022 2:00,MATIC/USD,1.62045,1.62881,1.62036,1.62273,85387.80649,138561.3552
1.64835E+12,3/27/2022 3:00,MATIC/USD,1.62273,1.62346,1.61731,1.61765,11380.54699,18409.74184
1.64835E+12,3/27/2022 4:00,MATIC/USD,1.61765,1.62284,1.61191,1.61901,31433.76804,50891.58479
1.64836E+12,3/27/2022 5:00,MATIC/USD,1.61901,1.62352,1.61776,1.61776,4082.452602,6604.428521
1.64836E+12,3/27/2022 6:00,MATIC/USD,1.61776,1.62556,1.61776,1.62422,21806.67689,35418.84074
1.64836E+12,3/27/2022 7:00,MATIC/USD,1.62422,1.62619,1.6228,1.6251,27282.55898,44336.88659
1.64837E+12,3/27/2022 8:00,MATIC/USD,1.6251,1.627,1.61829,1.61829,7190.665866,11636.58266
1.64837E+12,3/27/2022 9:00,MATIC/USD,1.61829,1.6261,1.61829,1.62206,4987.793563,8090.500427
