unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1.64415E+12,2/6/2022 12:00,AAVE/USD,170.2231,171.3347,168.9584,169.5881,412.392518,69936.86358
1.64415E+12,2/6/2022 13:00,AAVE/USD,169.5881,171.1621,169.4011,170.6631,25.716265,4388.817505
1.64416E+12,2/6/2022 14:00,AAVE/USD,170.6631,172.8216,166.7426,167.6979,110.347602,18505.06113
1.64416E+12,2/6/2022 15:00,AAVE/USD,167.6979,170.4371,165.7835,170.0574,81.754737,13902.99801
1.64416E+12,2/6/2022 16:00,AAVE/USD,170.0574,170.5961,168.9976,170.2076,18.951883,3225.754521
1.64417E+12,2/6/2022 17:00,AAVE/USD,170.2076,170.2283,169.1279,169.5495,5.410812,917.4004692
1.64417E+12,2/6/2022 18:00,AAVE/USD,169.5495,169.7632,167.3397,167.3521,49.424422,8271.280813
1.64417E+12,2/6/2022 19:00,AAVE/USD,167.3521,168.8008,167.2207,168.6775,17.643089,2975.992145
1.64418E+12,2/6/2022 20:00,AAVE/USD,168.6775,169.4502,167.0572,168.176,82.103649,13807.86327
1.64418E+12,2/6/2022 21:00,AAVE/USD,168.176,168.3994,167.3397,167.6887,1.402321,235.1533855
1.64418E+12,2/6/2022 22:00,AAVE/USD,167.6887,168.1839,167.1021,167.2451,6.739704,1127.182469
1.64419E+12,2/6/2022 23:00,AAVE/USD,167.2451,174.1933,167.2451,173.3031,108.905034,18873.58
1.64419E+12,2/7/2022 0:00,AAVE/USD,173.3031,174.6062,170.2449,170.9221,67.001831,11452.09366
1.6442E+12,2/7/2022 1:00,AAVE/USD,170.9221,172.5473,170.165,171.6566,444.564683,76312.46196
1.6442E+12,2/7/2022 2:00,AAVE/USD,171.6566,175.4546,171.6566,173.5988,52.076117,9040.35142
1.6442E+12,2/7/2022 3:00,AAVE/USD,173.5988,177,173.5869,177,50.026726,8854.730502
1.64421E+12,2/7/2022 4:00,AAVE/USD,177,177.5905,175.8261,177.5311,44.462934,7893.553582
1.64421E+12,2/7/2022 5:00,AAVE/USD,177.5311,179.0747,176.7686,178.3561,58.960504,10515.96555
1.64421E+12,2/7/2022 6:00,AAVE/USD,178.3561,180.8422,178.3561,180.4,73.573968,13272.74383
1.64422E+12,2/7/2022 7:00,AAVE/USD,180.4,180.8499,178.5,179.2889,30.636893,5492.854845
1.64422E+12,2/7/2022 8:00,AAVE/USD,179.2889,179.9027,177.8187,178.3823,12.804387,2284.076003
1.64422E+12,2/7/2022 9:00,AAVE/USD,178.3823,178.7174,175.8635,177.19,26.347215,4668.463026
1.64423E+12,2/7/2022 10:00,AAVE/USD,177.19,178.2871,176.6221,177.7004,8.743677,1553.7549
1.64423E+12,2/7/2022 11:00,AAVE/USD,177.7004,178.8882,177.7004,178.1064,123.763011,22042.98434
1.64424E+12,2/7/2022 12:00,AAVE/USD,178.1064,178.4555,176.8647,178.33,18.039841,3217.044846
1.64424E+12,2/7/2022 13:00,AAVE/USD,178.33,180.1351,178.1641,179.9921,63.155544,11367.49899
1.64424E+12,2/7/2022 14:00,AAVE/USD,179.9921,182,179.3155,181.85,483.617389,87945.82219
1.64425E+12,2/7/2022 15:00,AAVE/USD,181.85,182.7589,180.4821,182.3529,148.747079,27124.46122
1.64425E+12,2/7/2022 16:00,AAVE/USD,182.3529,183.9809,181.0514,182.3537,119.409242,21774.71709
1.64425E+12,2/7/2022 17:00,AAVE/USD,182.3537,182.8052,181.2629,182.1383,18.982772,3457.489821
1.64426E+12,2/7/2022 18:00,AAVE/USD,182.1383,182.7339,179.9056,181.3534,119.180117,21613.71943
1.64426E+12,2/7/2022 19:00,AAVE/USD,181.3534,183.8012,181.2067,182.4946,62.747614,11451.10072
1.64426E+12,2/7/2022 20:00,AAVE/USD,182.4946,183.3652,180.546,182.2596,138.171221,25183.03147
1.64427E+12,2/7/2022 21:00,AAVE/USD,182.2596,182.8053,180.8737,182.4801,35.717067,6517.653958
1.64427E+12,2/7/2022 22:00,AAVE/USD,182.4801,183.212,181.5821,182.8701,86.263538,15775.02182
1.64427E+12,2/7/2022 23:00,AAVE/USD,182.8701,183.4631,181.2629,182.0344,285.007033,51881.08425
1.64428E+12,2/8/2022 0:00,AAVE/USD,182.0344,182.9999,178.6522,181.4491,92.217008,16732.69311
1.64428E+12,2/8/2022 1:00,AAVE/USD,181.4491,185.5906,181.4491,184.0715,74.388845,13692.86628
1.64429E+12,2/8/2022 2:00,AAVE/USD,184.0715,186.041,184.0715,185.3658,34.475578,6390.593096
1.64429E+12,2/8/2022 3:00,AAVE/USD,185.3658,188.0117,185.0621,187.0479,84.276987,15763.83344
1.64429E+12,2/8/2022 4:00,AAVE/USD,187.0479,189.2341,186.7839,188.917,384.017238,72547.38455
1.6443E+12,2/8/2022 5:00,AAVE/USD,188.917,191.0853,188.2747,190.9302,30.035413,5734.667411
1.6443E+12,2/8/2022 6:00,AAVE/USD,190.9302,193.0072,187.7406,189.3541,121.025802,22916.73181
1.6443E+12,2/8/2022 7:00,AAVE/USD,189.3541,189.6057,188.1825,189.0393,17.934007,3390.232129
1.64431E+12,2/8/2022 8:00,AAVE/USD,189.0393,189.2571,184.0715,184.3016,130.704939,24089.12939
1.64431E+12,2/8/2022 9:00,AAVE/USD,184.3016,185.0149,181.1748,181.3416,389.082429,70556.83021
1.64431E+12,2/8/2022 10:00,AAVE/USD,181.3416,182.6109,179.6537,182.6006,43.382837,7921.732066
1.64432E+12,2/8/2022 11:00,AAVE/USD,182.6006,182.7713,180.3591,181.1625,46.644952,8450.316117
1.64432E+12,2/8/2022 12:00,AAVE/USD,181.1625,181.4184,175.8313,177.1188,105.604931,18704.61865
1.64433E+12,2/8/2022 13:00,AAVE/USD,177.1188,179.6692,176.5378,179.405,231.624721,41554.63307
1.64433E+12,2/8/2022 14:00,AAVE/USD,179.405,179.4981,177.2238,177.2238,14.47936,2566.087201
1.64433E+12,2/8/2022 15:00,AAVE/USD,177.2238,177.932,174.386,177.1493,111.67809,19783.69547
1.64434E+12,2/8/2022 16:00,AAVE/USD,177.1493,177.7434,174.9844,175.4945,55.618957,9760.821049
1.64434E+12,2/8/2022 17:00,AAVE/USD,175.4945,176.9771,174.1715,175.4313,58.435094,10251.34451
1.64434E+12,2/8/2022 18:00,AAVE/USD,175.4313,176.8619,175.1578,175.2566,20.130597,3528.019986
1.64435E+12,2/8/2022 19:00,AAVE/USD,175.2566,176.5603,174.4729,176.0303,16.667438,2933.974111
1.64435E+12,2/8/2022 20:00,AAVE/USD,176.0303,182.2596,175.8514,181.9123,47.399708,8622.589902
1.64435E+12,2/8/2022 21:00,AAVE/USD,181.9123,184.3559,181.9123,183.0143,133.599885,24450.68943
1.64436E+12,2/8/2022 22:00,AAVE/USD,183.0143,183.6907,181.6543,183.4761,23.574747,4325.402638
1.64436E+12,2/8/2022 23:00,AAVE/USD,183.4761,185.4936,183.4761,184.0361,401.816567,73948.75391
1.64436E+12,2/9/2022 0:00,AAVE/USD,184.0361,185.1025,182.6277,184.4328,36.214911,6679.217437
1.64437E+12,2/9/2022 1:00,AAVE/USD,184.4328,184.8094,182.1985,182.1985,45.186154,8232.84948
1.64437E+12,2/9/2022 2:00,AAVE/USD,182.1985,182.6592,179.2244,180.9934,87.923791,15913.62587
1.64438E+12,2/9/2022 3:00,AAVE/USD,180.9934,181.4484,180.0919,180.3483,26.095892,4706.349759
1.64438E+12,2/9/2022 4:00,AAVE/USD,180.3483,181.4923,178.909,179.1782,73.413095,13154.02622
1.64438E+12,2/9/2022 5:00,AAVE/USD,179.1782,179.1782,176.5693,178.1269,419.172826,74665.95606
1.64439E+12,2/9/2022 6:00,AAVE/USD,178.1269,180.4517,178.1044,180.2867,38.273558,6900.213469
1.64439E+12,2/9/2022 7:00,AAVE/USD,180.2867,181.3534,179.2332,180.9721,26.237192,4748.199734
1.64439E+12,2/9/2022 8:00,AAVE/USD,180.9721,180.9721,179.4759,180.2593,2.743358,494.5157927
1.6444E+12,2/9/2022 9:00,AAVE/USD,180.2593,181.7721,180.2593,180.3591,38.843948,7005.859502
1.6444E+12,2/9/2022 10:00,AAVE/USD,180.3591,183.8538,180.2594,183.49,45.483093,8345.692735
1.6444E+12,2/9/2022 11:00,AAVE/USD,183.49,185.0652,183.2313,184.6702,366.364957,67656.68988
1.64441E+12,2/9/2022 12:00,AAVE/USD,184.6702,185.992,184.412,185.9885,101.601301,18896.67357
1.64441E+12,2/9/2022 13:00,AAVE/USD,185.9885,187.8762,185.6259,185.9241,81.129426,15083.91551
1.64442E+12,2/9/2022 14:00,AAVE/USD,185.9241,187.4989,184.9995,186.8062,31.947491,5967.989393
1.64442E+12,2/9/2022 15:00,AAVE/USD,186.8062,187.2247,185.4197,186.9393,46.534829,8699.188359
1.64442E+12,2/9/2022 16:00,AAVE/USD,186.9393,187.8897,186.344,187.3593,32.635161,6114.50092
1.64443E+12,2/9/2022 17:00,AAVE/USD,187.3593,188.4183,186.9235,187.1107,39.502791,7391.394876
1.64443E+12,2/9/2022 18:00,AAVE/USD,187.1107,187.6183,186.2437,187.5757,14.873138,2789.839272
1.64443E+12,2/9/2022 19:00,AAVE/USD,187.5757,189.916,187.5757,189.2575,40.732295,7708.892321
1.64444E+12,2/9/2022 20:00,AAVE/USD,189.2575,190.4644,189.2575,190.4426,18.044124,3436.369889
1.64444E+12,2/9/2022 21:00,AAVE/USD,190.4426,190.7961,188.0431,188.07,325.273853,61174.25353
1.64444E+12,2/9/2022 22:00,AAVE/USD,188.07,188.948,187.419,188.9479,72.523187,13703.10388
1.64445E+12,2/9/2022 23:00,AAVE/USD,188.9479,189.0898,187.9794,187.9794,31.576318,5935.697312
1.64445E+12,2/10/2022 0:00,AAVE/USD,187.9794,187.9794,187.9794,187.9794,0,0
1.64445E+12,2/10/2022 1:00,AAVE/USD,187.9794,187.9794,187.9794,187.9794,0,0
1.64446E+12,2/10/2022 2:00,AAVE/USD,187.9794,187.9794,184.4007,184.8521,47.825197,8840.588098
1.64446E+12,2/10/2022 3:00,AAVE/USD,184.8521,184.8521,181.8971,183.8601,388.444545,71419.45289
1.64447E+12,2/10/2022 4:00,AAVE/USD,183.8601,184.0855,182.4413,182.9974,23.442337,4289.886721
1.64447E+12,2/10/2022 5:00,AAVE/USD,182.9974,183.2006,181.6101,182.2833,74.542057,13587.77214
1.64447E+12,2/10/2022 6:00,AAVE/USD,182.2833,182.7489,181.4891,182.7489,3.271802,597.9182165
1.64448E+12,2/10/2022 7:00,AAVE/USD,182.7489,182.8239,181.1562,181.7847,23.244886,4225.564628
1.64448E+12,2/10/2022 8:00,AAVE/USD,181.7847,182.9856,181.7847,182.9784,8.535403,1561.794384
1.64448E+12,2/10/2022 9:00,AAVE/USD,182.9784,183.8538,182.7817,183.8538,10.70874,1968.842542
1.64449E+12,2/10/2022 10:00,AAVE/USD,183.8538,187.6183,183.8538,187.6183,37.258465,6990.369864
1.64449E+12,2/10/2022 11:00,AAVE/USD,187.6183,188.8257,186.2437,186.6548,50.388472,9405.250163
1.64449E+12,2/10/2022 12:00,AAVE/USD,186.6548,187.2011,184.9995,186.3522,23.514119,4381.907807
1.6445E+12,2/10/2022 13:00,AAVE/USD,186.3522,186.5642,177.0475,177.5151,172.875949,30688.09137
1.6445E+12,2/10/2022 14:00,AAVE/USD,177.5151,180.8415,175.16,180.8415,77.459262,14007.84913
1.64451E+12,2/10/2022 15:00,AAVE/USD,180.8415,185.5006,180.4814,183.2006,156.736451,28714.21187
1.64451E+12,2/10/2022 16:00,AAVE/USD,183.2006,183.5969,181.897,183.5289,61.630729,11311.0199
1.64451E+12,2/10/2022 17:00,AAVE/USD,183.5289,185.1902,182.4699,182.4699,52.284984,9540.435802
1.64452E+12,2/10/2022 18:00,AAVE/USD,182.4699,182.4699,180.4001,180.9941,69.256566,12535.02983
1.64452E+12,2/10/2022 19:00,AAVE/USD,180.9941,180.9941,177.7647,177.7663,43.858721,7796.602555
1.64452E+12,2/10/2022 20:00,AAVE/USD,177.7663,178.5128,175.9092,177.7889,143.079891,25438.01643
1.64453E+12,2/10/2022 21:00,AAVE/USD,177.7889,179.6733,176.7523,178.3064,214.46632,38240.71744
1.64453E+12,2/10/2022 22:00,AAVE/USD,178.3064,179.6733,178.1573,179.069,26.598662,4762.995806
1.64453E+12,2/10/2022 23:00,AAVE/USD,179.069,179.6443,175.0175,175.0676,32.941347,5766.96256
1.64454E+12,2/11/2022 0:00,AAVE/USD,175.0676,175.536,172.1446,175.0486,58.582434,10254.77306
1.64454E+12,2/11/2022 1:00,AAVE/USD,175.0486,177.3599,175.0486,175.9552,29.532757,5196.442164
1.64454E+12,2/11/2022 2:00,AAVE/USD,175.9552,176.1731,174.9892,176.1005,12.730348,2241.820648
1.64455E+12,2/11/2022 3:00,AAVE/USD,176.1005,176.6894,175.1188,176.6749,16.761965,2961.41849
1.64455E+12,2/11/2022 4:00,AAVE/USD,176.6749,177.3599,175.896,176.2587,15.784011,2782.06926
1.64456E+12,2/11/2022 5:00,AAVE/USD,176.2587,176.5058,175.5074,175.5074,19.2116,3371.777966
1.64456E+12,2/11/2022 6:00,AAVE/USD,175.5074,177.5868,174.9107,177.3404,10.000144,1773.429537
1.64456E+12,2/11/2022 7:00,AAVE/USD,177.3404,179.6733,177.3404,179.6733,23.356238,4196.492357
1.64457E+12,2/11/2022 8:00,AAVE/USD,179.6733,180.8777,177.2383,177.2383,388.720758,68896.20632
1.64457E+12,2/11/2022 9:00,AAVE/USD,177.2383,180.4512,177.1484,179.5357,26.628003,4780.677158
1.64457E+12,2/11/2022 10:00,AAVE/USD,179.5357,180.3156,178.772,179.3011,14.704861,2636.597753
1.64458E+12,2/11/2022 11:00,AAVE/USD,179.3011,179.3011,178.0478,178.5844,240.888656,43018.9561
1.64458E+12,2/11/2022 12:00,AAVE/USD,178.5844,180.0618,177.7729,179.4817,23.541649,4225.295183
1.64458E+12,2/11/2022 13:00,AAVE/USD,179.4817,180.7176,178.9286,180.6399,17.57138,3174.092326
1.64459E+12,2/11/2022 14:00,AAVE/USD,180.6399,181.2326,178.7652,178.9286,104.755712,18743.79289
1.64459E+12,2/11/2022 15:00,AAVE/USD,178.9286,180.0122,178.9286,179.3072,19.941341,3575.626019
1.6446E+12,2/11/2022 16:00,AAVE/USD,179.3072,179.666,177.3478,178.2707,53.705334,9574.087486
1.6446E+12,2/11/2022 17:00,AAVE/USD,178.2707,178.4145,176.4993,176.7766,25.184083,4451.956567
1.6446E+12,2/11/2022 18:00,AAVE/USD,176.7766,176.7766,171.1579,171.1579,19.707552,3373.103214
1.64461E+12,2/11/2022 19:00,AAVE/USD,171.1579,171.1579,167.3962,168.0251,425.891019,71560.38106
1.64461E+12,2/11/2022 20:00,AAVE/USD,168.0251,168.0251,163.3273,163.3754,334.317942,54619.3275
1.64461E+12,2/11/2022 21:00,AAVE/USD,163.3754,164.9669,163.2393,163.4014,59.853017,9780.066772
1.64462E+12,2/11/2022 22:00,AAVE/USD,163.4014,163.9039,161.3535,161.6069,43.078028,6961.706563
1.64462E+12,2/11/2022 23:00,AAVE/USD,161.6069,163.789,160.5475,163.356,33.431497,5461.235624
1.64462E+12,2/12/2022 0:00,AAVE/USD,163.356,163.5142,162.1953,163.5079,13.260697,2168.228719
1.64463E+12,2/12/2022 1:00,AAVE/USD,163.5079,164.9669,163.5079,164.9669,2.883108,475.6173891
1.64463E+12,2/12/2022 2:00,AAVE/USD,164.9669,167.0998,164.6334,166.9424,30.681412,5122.028555
1.64463E+12,2/12/2022 3:00,AAVE/USD,166.9424,166.9424,165.2863,165.2863,6.299825,1041.274765
1.64464E+12,2/12/2022 4:00,AAVE/USD,165.2863,166.6197,164.9557,165.8428,3.592633,595.8123161
1.64464E+12,2/12/2022 5:00,AAVE/USD,165.8428,165.941,164.9557,165.4659,2.849804,471.5453837
1.64465E+12,2/12/2022 6:00,AAVE/USD,165.4659,165.4659,160.6419,162.8651,129.764732,21134.14605
1.64465E+12,2/12/2022 7:00,AAVE/USD,162.8651,164.1467,162.1953,163.7074,5.399244,883.8961972
1.64465E+12,2/12/2022 8:00,AAVE/USD,163.7074,165.7912,163.7074,165.7912,22.24777,3688.484486
1.64466E+12,2/12/2022 9:00,AAVE/USD,165.7912,165.7912,164.5612,164.7441,75,12355.8075
1.64466E+12,2/12/2022 10:00,AAVE/USD,164.7441,164.9869,163.0057,163.0057,95.058596,15495.09298
1.64466E+12,2/12/2022 11:00,AAVE/USD,163.0057,165.7912,161.9961,165.7912,72.783255,12066.82319
1.64467E+12,2/12/2022 12:00,AAVE/USD,165.7912,165.7912,163.8202,163.9384,1.721395,282.2027421
1.64467E+12,2/12/2022 13:00,AAVE/USD,163.9384,164.3238,163.321,164.3238,5.460818,897.3423649
1.64467E+12,2/12/2022 14:00,AAVE/USD,164.3238,164.4642,161.7799,163.6343,11.53267,1887.140383
1.64468E+12,2/12/2022 15:00,AAVE/USD,163.6343,164.1039,162.1953,163.8999,15.068808,2469.776124
1.64468E+12,2/12/2022 16:00,AAVE/USD,163.8999,167.3547,162.8999,167.1878,53.641717,8968.240653
1.64469E+12,2/12/2022 17:00,AAVE/USD,167.1878,167.2658,166.3124,166.7059,7.639645,1273.573895
1.64469E+12,2/12/2022 18:00,AAVE/USD,166.7059,168.289,166.7059,167.3257,23.192438,3880.690923
1.64469E+12,2/12/2022 19:00,AAVE/USD,167.3257,167.7352,165.2863,165.2863,5.330623,881.0789524
1.6447E+12,2/12/2022 20:00,AAVE/USD,165.2863,166.6197,164.9557,166.5812,2.791129,464.9496182
1.6447E+12,2/12/2022 21:00,AAVE/USD,166.5812,166.5812,159.6353,160.6035,135.753698,21802.51904
1.6447E+12,2/12/2022 22:00,AAVE/USD,160.6035,162.8325,160.6035,161.9521,14.046533,2274.865517
1.64471E+12,2/12/2022 23:00,AAVE/USD,161.9521,163.1819,161.3888,161.9,38.549709,6241.197887
1.64471E+12,2/13/2022 0:00,AAVE/USD,161.9,164.1467,160.8231,164.1467,15.282651,2508.596729
1.64471E+12,2/13/2022 1:00,AAVE/USD,164.1467,164.1467,162.1953,162.1953,1.790139,290.3521321
1.64472E+12,2/13/2022 2:00,AAVE/USD,162.1953,162.3839,160.8965,161.7511,77.825127,12588.2999
1.64472E+12,2/13/2022 3:00,AAVE/USD,161.7511,162.7494,161.7511,161.8071,12.465896,2017.070481
1.64472E+12,2/13/2022 4:00,AAVE/USD,161.8071,162.7159,161.3888,161.3888,3.782571,610.4645946
1.64473E+12,2/13/2022 5:00,AAVE/USD,161.3888,162.5185,161.2561,162.5185,32.27332,5245.011556
1.64473E+12,2/13/2022 6:00,AAVE/USD,162.5185,162.8325,162.5185,162.8325,1.306599,212.7567817
1.64474E+12,2/13/2022 7:00,AAVE/USD,162.8325,163.4459,162.8325,163.364,6.000083,980.1975592
1.64474E+12,2/13/2022 8:00,AAVE/USD,163.364,163.6463,163.11,163.6463,1.045831,171.1463736
1.64474E+12,2/13/2022 9:00,AAVE/USD,163.6463,163.6463,163.6463,163.6463,0,0
1.64475E+12,2/13/2022 10:00,AAVE/USD,163.6463,163.6463,161.7006,163.5202,3.056715,499.8346481
1.64475E+12,2/13/2022 11:00,AAVE/USD,163.5202,164.4436,163.5202,164.4408,3.330916,547.7384918
1.64475E+12,2/13/2022 12:00,AAVE/USD,164.4408,164.4408,164.2525,164.2525,0.113961,18.71837915
1.64476E+12,2/13/2022 13:00,AAVE/USD,164.2525,164.4555,163.2961,164.3387,0.472537,77.65611628
1.64476E+12,2/13/2022 14:00,AAVE/USD,164.3387,164.9669,162.1953,163.699,418.025168,68430.30198
1.64476E+12,2/13/2022 15:00,AAVE/USD,163.699,164.4408,163,163,11.666016,1901.560608
1.64477E+12,2/13/2022 16:00,AAVE/USD,163,163,160.5475,160.5475,6.003204,963.7993942
1.64477E+12,2/13/2022 17:00,AAVE/USD,160.5475,160.752,158.7411,160.0409,31.269539,5004.405164
1.64478E+12,2/13/2022 18:00,AAVE/USD,160.0409,160.4397,156.4042,156.4232,26.57746,4157.331341
1.64478E+12,2/13/2022 19:00,AAVE/USD,156.4232,158.0338,156.4042,156.8226,5.812749,911.5704113
1.64478E+12,2/13/2022 20:00,AAVE/USD,156.8226,160.1065,156.8226,160.072,12.102175,1937.219357
1.64479E+12,2/13/2022 21:00,AAVE/USD,160.072,160.4152,158.5854,159.3305,9.079756,1446.682063
1.64479E+12,2/13/2022 22:00,AAVE/USD,159.3305,160.103,159.2289,159.2289,1.467728,233.7047149
1.64479E+12,2/13/2022 23:00,AAVE/USD,159.2289,159.6933,157.9341,158.0677,13.034647,2060.356672
1.6448E+12,2/14/2022 0:00,AAVE/USD,158.0677,158.8237,156.8544,156.8544,3.350577,525.552745
1.6448E+12,2/14/2022 1:00,AAVE/USD,156.8544,156.8963,154.1822,154.8313,102.653138,15893.91881
1.6448E+12,2/14/2022 2:00,AAVE/USD,154.8313,155.6878,154.5629,154.5629,4.675941,722.7270012
1.64481E+12,2/14/2022 3:00,AAVE/USD,154.5629,156.4259,154.5629,155.9605,4.454534,694.7313499
1.64481E+12,2/14/2022 4:00,AAVE/USD,155.9605,156.08,155.3173,155.7828,9.396982,1463.888168
1.64481E+12,2/14/2022 5:00,AAVE/USD,155.7828,156.8089,154.1405,154.1405,7.648811,1178.991552
