unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1.65081E+12,4/24/2022 13:00,AAVE/USD,171.1893,171.3353,169.3383,170.6895,41.884571,7149.256482
1.65081E+12,4/24/2022 14:00,AAVE/USD,170.6895,170.977,167.7552,170.4248,77.329634,13178.88741
1.65081E+12,4/24/2022 15:00,AAVE/USD,170.4248,170.4248,168.7584,169.2278,7.278786,1231.772941
1.65082E+12,4/24/2022 16:00,AAVE/USD,169.2278,170.9685,166.547,168.5805,669.974143,112944.576
1.65082E+12,4/24/2022 17:00,AAVE/USD,168.5805,168.6349,165.6611,165.9068,123.116405,20425.84878
1.65082E+12,4/24/2022 18:00,AAVE/USD,165.9068,167.3837,165.9068,167.2662,18.632564,3116.598177
1.65083E+12,4/24/2022 19:00,AAVE/USD,167.2662,169.1566,167.2662,168.9159,25.290315,4271.93632
1.65083E+12,4/24/2022 20:00,AAVE/USD,168.9159,169.1546,166.6105,166.6105,19.80531,3299.772602
1.65083E+12,4/24/2022 21:00,AAVE/USD,166.6105,168.2597,166.5355,168.2597,5.527671,930.0842642
1.65084E+12,4/24/2022 22:00,AAVE/USD,168.2597,168.2597,166.464,166.9168,1.562553,260.8163466
1.65084E+12,4/24/2022 23:00,AAVE/USD,166.9168,167.2615,165.8396,166.3085,1.820394,302.7469955
1.65084E+12,4/25/2022 0:00,AAVE/USD,166.3085,166.4686,159.6162,160.8295,101.289869,16290.39899
1.65085E+12,4/25/2022 1:00,AAVE/USD,160.8295,162.5122,160.3689,161.6106,154.133342,24909.58188
1.65085E+12,4/25/2022 2:00,AAVE/USD,161.6106,162.215,161.164,161.7295,1.493357,241.5198809
1.65086E+12,4/25/2022 3:00,AAVE/USD,161.7295,163.0568,161.7295,162.9061,5.341179,870.1106403
1.65086E+12,4/25/2022 4:00,AAVE/USD,162.9061,162.9061,161.3031,161.4704,62.686232,10121.97096
1.65086E+12,4/25/2022 5:00,AAVE/USD,161.4704,161.5913,159.2279,159.3772,30.725807,4896.993087
1.65087E+12,4/25/2022 6:00,AAVE/USD,159.3772,159.4469,156.518,156.5595,49.613835,7767.517201
1.65087E+12,4/25/2022 7:00,AAVE/USD,156.5595,156.7408,154.1405,154.4954,60.427736,9335.807244
1.65087E+12,4/25/2022 8:00,AAVE/USD,154.4954,155.9053,154.0486,154.9921,4.163642,645.3316172
1.65088E+12,4/25/2022 9:00,AAVE/USD,154.9921,157.212,153.9328,157.0841,13.856779,2176.679658
1.65088E+12,4/25/2022 10:00,AAVE/USD,157.0841,157.7123,156.2773,157.3445,2.062079,324.4567892
1.65088E+12,4/25/2022 11:00,AAVE/USD,157.3445,162.6588,157.1099,162.1204,432.204433,70069.15556
1.65089E+12,4/25/2022 12:00,AAVE/USD,162.1204,162.2919,160.3216,161.392,105.39413,17009.76943
1.65089E+12,4/25/2022 13:00,AAVE/USD,161.392,162.6059,159.3544,160.6523,73.845055,11863.37793
1.6509E+12,4/25/2022 14:00,AAVE/USD,160.6523,164.2853,159.5278,161.8358,79.732216,12903.52696
1.6509E+12,4/25/2022 15:00,AAVE/USD,161.8358,164.1467,161.5205,161.5704,7.631567,1233.035333
1.6509E+12,4/25/2022 16:00,AAVE/USD,161.5704,165.6149,161.2673,164.8766,100.987433,16650.4646
1.65091E+12,4/25/2022 17:00,AAVE/USD,164.8766,166.1103,163.8202,164,152.621305,25029.89402
1.65091E+12,4/25/2022 18:00,AAVE/USD,164,168.8669,163.4949,168.513,118.003481,19885.12059
1.65091E+12,4/25/2022 19:00,AAVE/USD,168.513,169.839,166.3191,169.2751,111.22699,18827.95985
1.65092E+12,4/25/2022 20:00,AAVE/USD,169.2751,170.0606,168.2026,169.3163,142.163578,24070.61102
1.65092E+12,4/25/2022 21:00,AAVE/USD,169.3163,169.4656,167.9035,168.787,22.056208,3722.80118
1.65092E+12,4/25/2022 22:00,AAVE/USD,168.787,169.458,168.1,169.2749,18.36658,3109.000993
1.65093E+12,4/25/2022 23:00,AAVE/USD,169.2749,170.666,168.9759,168.9831,27.121969,4583.1544
1.65093E+12,4/26/2022 0:00,AAVE/USD,168.9831,170.3631,168.5957,168.6116,30.027575,5062.997465
1.65093E+12,4/26/2022 1:00,AAVE/USD,168.6116,168.6943,167.6471,167.6471,14.41999,2417.469506
1.65094E+12,4/26/2022 2:00,AAVE/USD,167.6471,169.0976,167.0901,167.7851,25.273757,4240.559846
1.65094E+12,4/26/2022 3:00,AAVE/USD,167.7851,168.3791,167.3936,167.649,27.940485,4684.19437
1.65095E+12,4/26/2022 4:00,AAVE/USD,167.649,170.0606,167.581,169.7587,45.778507,7771.299836
1.65095E+12,4/26/2022 5:00,AAVE/USD,169.7587,171.7589,169.7587,170.9611,19.450788,3325.328112
1.65095E+12,4/26/2022 6:00,AAVE/USD,170.9611,171.2542,169.2399,169.2399,5.675312,960.4892353
1.65096E+12,4/26/2022 7:00,AAVE/USD,169.2399,171.8184,169.1212,171.7877,24.970103,4289.556563
1.65096E+12,4/26/2022 8:00,AAVE/USD,171.7877,174.8744,171.7447,174.8048,49.961646,8733.535537
1.65096E+12,4/26/2022 9:00,AAVE/USD,174.8048,176.3541,174.2564,175.512,51.250719,8995.116193
1.65097E+12,4/26/2022 10:00,AAVE/USD,175.512,177.2347,175.1771,175.1771,133.679328,23417.55701
1.65097E+12,4/26/2022 11:00,AAVE/USD,175.1771,178.6957,174.1715,177.0178,93.9717,16634.6636
1.65097E+12,4/26/2022 12:00,AAVE/USD,177.0178,177.1834,174.1715,175.2438,78.430804,13744.51213
1.65098E+12,4/26/2022 13:00,AAVE/USD,175.2438,176.0945,172.0362,172.3766,49.235095,8486.978277
1.65098E+12,4/26/2022 14:00,AAVE/USD,172.3766,173.6742,168.0642,168.8967,91.339634,15426.96276
1.65099E+12,4/26/2022 15:00,AAVE/USD,168.8967,174.3382,166.5434,167.0401,216.531664,36169.47081
1.65099E+12,4/26/2022 16:00,AAVE/USD,167.0401,169.2177,165.7835,168.168,143.268318,24093.1465
1.65099E+12,4/26/2022 17:00,AAVE/USD,168.168,168.168,164.092,165.9268,19.981792,3315.514805
1.651E+12,4/26/2022 18:00,AAVE/USD,165.9268,165.9268,159.2006,159.7446,75.578478,12073.25374
1.651E+12,4/26/2022 19:00,AAVE/USD,159.7446,160.8062,156.622,157.9973,132.609474,20951.93885
1.651E+12,4/26/2022 20:00,AAVE/USD,157.9973,159.1052,155.1169,156.459,168.291464,26330.71417
1.65101E+12,4/26/2022 21:00,AAVE/USD,156.459,163.3185,156.3149,162.5442,122.162594,19856.82111
1.65101E+12,4/26/2022 22:00,AAVE/USD,162.5442,162.5442,159.6162,160.117,116.618626,18672.62454
1.65101E+12,4/26/2022 23:00,AAVE/USD,160.117,160.4323,154.7536,157.826,204.829819,32327.47101
1.65102E+12,4/27/2022 0:00,AAVE/USD,157.826,159.5179,156.4895,158.6463,31.906554,5061.856738
1.65102E+12,4/27/2022 1:00,AAVE/USD,158.6463,162,158.4065,159.5775,54.629853,8717.695367
1.65102E+12,4/27/2022 2:00,AAVE/USD,159.5775,175.081,158.8382,168.5957,1311.153939,221054.9162
1.65103E+12,4/27/2022 3:00,AAVE/USD,168.5957,169.057,163.0057,164.1934,645.299755,105953.9608
1.65103E+12,4/27/2022 4:00,AAVE/USD,164.1934,166.9439,162.649,165.6553,88.171541,14606.08308
1.65104E+12,4/27/2022 5:00,AAVE/USD,165.6553,167.4522,164.132,165.7835,250.803269,41579.04375
1.65104E+12,4/27/2022 6:00,AAVE/USD,165.7835,167.9987,165.7835,167.5578,15.957976,2673.883351
1.65104E+12,4/27/2022 7:00,AAVE/USD,167.5578,172.0116,167.5578,170.8159,219.322363,37463.74683
1.65105E+12,4/27/2022 8:00,AAVE/USD,170.8159,172.5357,169.1779,169.344,143.287123,24264.81456
1.65105E+12,4/27/2022 9:00,AAVE/USD,169.344,171.1621,169.344,170.3564,46.251366,7879.216207
1.65105E+12,4/27/2022 10:00,AAVE/USD,170.3564,171.4982,169.4065,171.3149,74.530718,12768.2225
1.65106E+12,4/27/2022 11:00,AAVE/USD,171.3149,171.5749,166.2507,168.2894,133.171195,22411.3005
1.65106E+12,4/27/2022 12:00,AAVE/USD,168.2894,169.1566,165.9364,166.0657,10.763452,1787.440191
1.65106E+12,4/27/2022 13:00,AAVE/USD,166.0657,174.3382,164.6185,171.6696,106.392452,18264.34968
1.65107E+12,4/27/2022 14:00,AAVE/USD,171.6696,173.3978,166.9189,171.0662,220.796842,37770.87673
1.65107E+12,4/27/2022 15:00,AAVE/USD,171.0662,174.7811,171.0661,171.7469,91.670869,15744.18757
1.65108E+12,4/27/2022 16:00,AAVE/USD,171.7469,175.0315,170.7743,173.2283,154.533732,26769.61569
1.65108E+12,4/27/2022 17:00,AAVE/USD,173.2283,173.5527,171.3364,173.128,11.969526,2072.260097
1.65108E+12,4/27/2022 18:00,AAVE/USD,173.128,173.7388,170.165,170.165,27.414812,4665.041484
1.65109E+12,4/27/2022 19:00,AAVE/USD,170.165,171.2563,168.9709,170.4456,36.1596,6163.244718
1.65109E+12,4/27/2022 20:00,AAVE/USD,170.4456,172.913,168.7584,168.7607,80.52332,13589.17185
1.65109E+12,4/27/2022 21:00,AAVE/USD,168.7607,169.9013,167.7552,168.9234,102.312514,17282.97773
1.6511E+12,4/27/2022 22:00,AAVE/USD,168.9234,168.936,166.57,167.127,239.731955,40065.68244
1.6511E+12,4/27/2022 23:00,AAVE/USD,167.127,169.2533,166.9691,168.6474,45.64002,7697.070709
1.6511E+12,4/28/2022 0:00,AAVE/USD,168.6474,172.5357,167.7552,170.0911,123.299383,20972.12768
1.65111E+12,4/28/2022 1:00,AAVE/USD,170.0911,172.3404,168.8366,169.0861,37.373481,6319.336146
1.65111E+12,4/28/2022 2:00,AAVE/USD,169.0861,171.7589,168.6472,171.7589,12.412714,2131.994103
1.65111E+12,4/28/2022 3:00,AAVE/USD,171.7589,173.7388,171.3953,172.5408,80.976116,13971.68384
1.65112E+12,4/28/2022 4:00,AAVE/USD,172.5408,175.2067,172.1452,172.3757,545.82597,94087.13366
1.65112E+12,4/28/2022 5:00,AAVE/USD,172.3757,173.7388,171.1384,171.2265,28.528133,4884.772365
1.65113E+12,4/28/2022 6:00,AAVE/USD,171.2265,174.6513,171.2265,174.1509,22.656277,3945.61103
1.65113E+12,4/28/2022 7:00,AAVE/USD,174.1509,174.5417,173.0024,174.1663,23.26947,4052.757493
1.65113E+12,4/28/2022 8:00,AAVE/USD,174.1663,175.953,173.7249,174.3804,28.378181,4948.598554
1.65114E+12,4/28/2022 9:00,AAVE/USD,174.3804,175.8278,173.9379,175.8278,28.668727,5040.759197
1.65114E+12,4/28/2022 10:00,AAVE/USD,175.8278,175.8278,174.0753,174.8067,3.74015,653.803279
1.65114E+12,4/28/2022 11:00,AAVE/USD,174.8067,175.1416,173.3123,173.7559,22.78273,3958.633756
1.65115E+12,4/28/2022 12:00,AAVE/USD,173.7559,173.933,170.7743,170.7743,13.922603,2377.622782
1.65115E+12,4/28/2022 13:00,AAVE/USD,170.7743,170.7743,166.9141,167.0705,283.831957,47419.94697
1.65115E+12,4/28/2022 14:00,AAVE/USD,167.0705,167.6817,164.9557,167.1239,127.074787,21237.234
1.65116E+12,4/28/2022 15:00,AAVE/USD,167.1239,170.8639,164.0466,165.7835,218.080524,36154.15255
1.65116E+12,4/28/2022 16:00,AAVE/USD,165.7835,168.6237,164.4132,168.0374,36.783494,6181.002695
1.65117E+12,4/28/2022 17:00,AAVE/USD,168.0374,170.8639,167.0901,170.831,18.742031,3201.719898
1.65117E+12,4/28/2022 18:00,AAVE/USD,170.831,171.1194,168.5957,168.5957,76.678098,12927.59761
1.65117E+12,4/28/2022 19:00,AAVE/USD,168.5957,170.2381,166.287,166.5049,151.741525,25265.70745
1.65118E+12,4/28/2022 20:00,AAVE/USD,166.5049,168.5308,165.5033,167.6342,57.16348,9582.554239
1.65118E+12,4/28/2022 21:00,AAVE/USD,167.6342,167.8725,164.806,166.0961,26.935277,4473.844462
1.65118E+12,4/28/2022 22:00,AAVE/USD,166.0961,166.4365,164.9557,166.124,11.283938,1874.532916
1.65119E+12,4/28/2022 23:00,AAVE/USD,166.124,166.6778,164.9557,166.0534,38.919268,6462.676777
1.65119E+12,4/29/2022 0:00,AAVE/USD,166.0534,168.2597,165.7941,167.5446,51.126595,8565.984909
1.65119E+12,4/29/2022 1:00,AAVE/USD,167.5446,167.5532,165.2588,165.9185,4.588929,761.3882163
1.6512E+12,4/29/2022 2:00,AAVE/USD,165.9185,165.9447,161.9878,162.6496,37.200592,6050.661409
1.6512E+12,4/29/2022 3:00,AAVE/USD,162.6496,164.3336,162.2608,163.8769,32.942318,5398.484953
1.6512E+12,4/29/2022 4:00,AAVE/USD,163.8769,164.9669,162.4265,164.6583,24.140128,3974.872438
1.65121E+12,4/29/2022 5:00,AAVE/USD,164.6583,165.7912,164.4132,164.4349,9.901609,1628.170086
1.65121E+12,4/29/2022 6:00,AAVE/USD,164.4349,165.1773,163.6151,164.3189,9.606848,1578.586696
1.65122E+12,4/29/2022 7:00,AAVE/USD,164.3189,165.1549,163.6151,164.9171,5.474899,902.9044659
1.65122E+12,4/29/2022 8:00,AAVE/USD,164.9171,164.9171,161.8767,161.8767,5.671809,918.133724
1.65122E+12,4/29/2022 9:00,AAVE/USD,161.8767,161.8767,160.3767,160.7632,11.536149,1854.588229
1.65123E+12,4/29/2022 10:00,AAVE/USD,160.7632,160.9065,156.8937,158.0509,114.887971,18158.14722
1.65123E+12,4/29/2022 11:00,AAVE/USD,158.0509,158.9288,157.0221,158.2597,50.644024,8014.908045
1.65123E+12,4/29/2022 12:00,AAVE/USD,158.2597,159.9334,157.8068,158.8258,27.777839,4411.837501
1.65124E+12,4/29/2022 13:00,AAVE/USD,158.8258,160.3022,158.1603,160.2238,64.141506,10276.99583
1.65124E+12,4/29/2022 14:00,AAVE/USD,160.2238,160.6942,157.1121,157.6164,92.54349,14586.37174
1.65124E+12,4/29/2022 15:00,AAVE/USD,157.6164,158.5104,157.2264,157.6315,47.466,7482.136779
1.65125E+12,4/29/2022 16:00,AAVE/USD,157.6315,157.7183,154.2575,154.3375,18.412304,2841.708969
1.65125E+12,4/29/2022 17:00,AAVE/USD,154.3375,156.9301,154.3375,156.4438,19.053739,2980.839333
1.65126E+12,4/29/2022 18:00,AAVE/USD,156.4438,156.7901,154.2575,155.9762,72.464296,11302.70553
1.65126E+12,4/29/2022 19:00,AAVE/USD,155.9762,155.9762,151.4735,152.4055,97.188145,14812.00783
1.65126E+12,4/29/2022 20:00,AAVE/USD,152.4055,154.8102,152.0211,154.2715,21.864425,3373.057641
1.65127E+12,4/29/2022 21:00,AAVE/USD,154.2715,155.0982,153.7894,154.4791,2.468047,381.2616793
1.65127E+12,4/29/2022 22:00,AAVE/USD,154.4791,156.2546,153.3282,156.1642,19.762328,3086.168142
1.65127E+12,4/29/2022 23:00,AAVE/USD,156.1642,157.719,155.7579,157.2436,195.267546,30704.5719
1.65128E+12,4/30/2022 0:00,AAVE/USD,157.2436,162.634,157.1798,159.4544,241.169695,38455.56901
1.65128E+12,4/30/2022 1:00,AAVE/USD,159.4544,160.3377,158.9935,159.5126,5.35608,854.3622466
1.65128E+12,4/30/2022 2:00,AAVE/USD,159.5126,160.1999,158.6783,159.3896,14.761289,2352.795949
1.65129E+12,4/30/2022 3:00,AAVE/USD,159.3896,159.5902,157.4086,157.669,5.032123,793.4098013
1.65129E+12,4/30/2022 4:00,AAVE/USD,157.669,158.8971,157.4339,157.5825,4.221867,665.2923565
1.65129E+12,4/30/2022 5:00,AAVE/USD,157.5825,159.4681,157.5825,159.4306,23.913459,3812.537116
1.6513E+12,4/30/2022 6:00,AAVE/USD,159.4306,159.6706,157.7387,157.7905,11.836601,1867.70319
1.6513E+12,4/30/2022 7:00,AAVE/USD,157.7905,158.1812,156.4782,156.8143,3.545851,556.0401425
1.65131E+12,4/30/2022 8:00,AAVE/USD,156.8143,157.4017,154.7346,156.5167,6.477766,1013.878558
1.65131E+12,4/30/2022 9:00,AAVE/USD,156.5167,156.93,155.6493,156.589,2.472934,387.2342621
1.65131E+12,4/30/2022 10:00,AAVE/USD,156.589,157.8249,156.0174,156.9238,37.148048,5829.412855
1.65132E+12,4/30/2022 11:00,AAVE/USD,156.9238,159.0673,156.9238,158.0197,4.292019,678.2235548
1.65132E+12,4/30/2022 12:00,AAVE/USD,158.0197,159.0056,157.3474,157.3474,1.743006,274.2574623
1.65132E+12,4/30/2022 13:00,AAVE/USD,157.3474,158.5613,155.8393,155.9362,44.83204,6990.937956
1.65133E+12,4/30/2022 14:00,AAVE/USD,155.9362,157.1662,152.2697,152.2697,46.749223,7118.490161
1.65133E+12,4/30/2022 15:00,AAVE/USD,152.2697,155.4452,151.5,155.0644,45.419435,7042.937437
1.65133E+12,4/30/2022 16:00,AAVE/USD,155.0644,156.4244,153.7781,153.9724,3.291074,506.7345624
1.65134E+12,4/30/2022 17:00,AAVE/USD,153.9724,153.9724,151.4735,151.955,5.059965,768.8869816
1.65134E+12,4/30/2022 18:00,AAVE/USD,151.955,153.0481,151.4735,153.0481,12.70406,1944.332245
1.65135E+12,4/30/2022 19:00,AAVE/USD,153.0481,153.944,151.6644,153.4758,29.088826,4464.430841
1.65135E+12,4/30/2022 20:00,AAVE/USD,153.4758,153.7437,152.3473,152.7366,7.814478,1193.5568
1.65135E+12,4/30/2022 21:00,AAVE/USD,152.7366,154.2289,152.3526,153.913,6.301002,969.8061208
1.65136E+12,4/30/2022 22:00,AAVE/USD,153.913,153.913,149.4723,149.6262,432.179904,64665.43675
1.65136E+12,4/30/2022 23:00,AAVE/USD,149.6262,150.3912,138.1558,142.389,687.557402,97900.61091
1.65136E+12,5/1/2022 0:00,AAVE/USD,142.389,143.3983,139.7381,141.7624,327.170139,46380.42411
1.65137E+12,5/1/2022 1:00,AAVE/USD,141.7624,144.2217,138.8917,143.3298,78.645909,11272.30241
1.65137E+12,5/1/2022 2:00,AAVE/USD,143.3298,145.1031,142.7748,142.8642,42.175896,6025.425641
1.65137E+12,5/1/2022 3:00,AAVE/USD,142.8642,144.1185,142.7641,143.2783,48.448471,6941.614562
1.65138E+12,5/1/2022 4:00,AAVE/USD,143.2783,143.564,141.1831,141.7256,13.129347,1860.764581
1.65138E+12,5/1/2022 5:00,AAVE/USD,141.7256,145.5698,141.7256,144.9226,24.340582,3527.500429
1.65138E+12,5/1/2022 6:00,AAVE/USD,144.9226,145.8623,142.9179,142.9179,2.593748,370.6930173
1.65139E+12,5/1/2022 7:00,AAVE/USD,142.9179,143.6205,142.4015,142.7681,3.128208,446.6083126
1.65139E+12,5/1/2022 8:00,AAVE/USD,142.7681,144.8242,142.7681,144.5206,8.731497,1261.881185
1.6514E+12,5/1/2022 9:00,AAVE/USD,144.5206,144.8241,142.2477,143.3488,1.894523,271.5775986
1.6514E+12,5/1/2022 10:00,AAVE/USD,143.3488,143.9288,142.4015,143.4311,0.931031,133.5388005
1.6514E+12,5/1/2022 11:00,AAVE/USD,143.4311,143.4311,141.6899,141.8811,6.833849,969.5940134
1.65141E+12,5/1/2022 12:00,AAVE/USD,141.8811,143.7086,141.3361,141.91,64.942184,9215.945331
1.65141E+12,5/1/2022 13:00,AAVE/USD,141.91,142.7842,140.7935,140.7935,62.601992,8813.953561
1.65141E+12,5/1/2022 14:00,AAVE/USD,140.7935,141.8531,140.0722,141.5124,31.274926,4425.789838
1.65142E+12,5/1/2022 15:00,AAVE/USD,141.5124,147.638,141.5124,146.4542,62.710769,9184.255505
1.65142E+12,5/1/2022 16:00,AAVE/USD,146.4542,148.5455,146.4542,147.5654,52.884965,7803.991014
1.65142E+12,5/1/2022 17:00,AAVE/USD,147.5654,148.5858,146.5953,146.7827,89.463145,13131.64197
1.65143E+12,5/1/2022 18:00,AAVE/USD,146.7827,146.8195,143.7996,143.7996,27.976469,4023.005052
1.65143E+12,5/1/2022 19:00,AAVE/USD,143.7996,143.8184,141.6899,142.8688,117.820074,16832.81259
1.65144E+12,5/1/2022 20:00,AAVE/USD,142.8688,145.3094,141.6899,145.3094,41.306908,6002.282017
1.65144E+12,5/1/2022 21:00,AAVE/USD,145.3094,145.8601,143.2864,144.1954,8.591502,1238.855067
1.65144E+12,5/1/2022 22:00,AAVE/USD,144.1954,146.0958,143.6418,143.7554,23.482196,3375.692479
1.65145E+12,5/1/2022 23:00,AAVE/USD,143.7554,147.1687,143.3596,146.5178,29.29778,4292.64627
1.65145E+12,5/2/2022 0:00,AAVE/USD,146.5178,148.5087,146.4199,147.5694,20.898998,3084.052595
1.65145E+12,5/2/2022 1:00,AAVE/USD,147.5694,147.6922,145.6059,145.6059,5.941439,865.1085729
1.65146E+12,5/2/2022 2:00,AAVE/USD,145.6059,145.85,144.9406,145.8195,3.678871,536.4511298
1.65146E+12,5/2/2022 3:00,AAVE/USD,145.8195,146.663,145.8195,146.4848,3.750019,549.3207832
1.65146E+12,5/2/2022 4:00,AAVE/USD,146.4848,147.7154,145.4128,147.5166,236.792491,34930.82318
1.65147E+12,5/2/2022 5:00,AAVE/USD,147.5166,147.7741,146.3026,147.6889,15.993291,2362.031555
1.65147E+12,5/2/2022 6:00,AAVE/USD,147.6889,148.74,147.3022,148.2478,8.890018,1317.92561
1.65147E+12,5/2/2022 7:00,AAVE/USD,148.2478,148.3262,146.0136,146.0136,62.765546,9164.623327
1.65148E+12,5/2/2022 8:00,AAVE/USD,146.0136,146.0136,143.7362,144.041,29.578621,4260.534147
1.65148E+12,5/2/2022 9:00,AAVE/USD,144.041,145.6597,143.4765,143.664,15.246071,2190.311544
1.65149E+12,5/2/2022 10:00,AAVE/USD,143.664,144.7644,142.5604,143.0858,3.172925,454.000512
1.65149E+12,5/2/2022 11:00,AAVE/USD,143.0858,143.1433,140.7624,140.9342,36.642337,5164.158451
1.65149E+12,5/2/2022 12:00,AAVE/USD,140.9342,143.1543,140.7096,142.0162,6.183833,878.2044641
1.6515E+12,5/2/2022 13:00,AAVE/USD,142.0162,145.486,140.9819,145.0634,79.313893,11505.54299
1.6515E+12,5/2/2022 14:00,AAVE/USD,145.0634,146.2612,143.1167,145.023,52.842308,7663.350033
1.6515E+12,5/2/2022 15:00,AAVE/USD,145.023,146.1101,143.8355,144.5009,12.841437,1855.599204
1.65151E+12,5/2/2022 16:00,AAVE/USD,144.5009,144.918,142.2754,142.2754,322.598816,45897.87559
1.65151E+12,5/2/2022 17:00,AAVE/USD,142.2754,142.2754,139.083,139.4008,285.341463,39776.82822
1.65151E+12,5/2/2022 18:00,AAVE/USD,139.4008,142.2754,139.2733,141.8939,53.778336,7630.817831
1.65152E+12,5/2/2022 19:00,AAVE/USD,141.8939,144.6051,141.8939,144.3977,19.032786,2748.290523
1.65152E+12,5/2/2022 20:00,AAVE/USD,144.3977,145.759,143.3188,143.5381,40.328335,5788.652582
1.65153E+12,5/2/2022 21:00,AAVE/USD,143.5381,146.4377,143.521,146.0405,250.714365,36614.45122
1.65153E+12,5/2/2022 22:00,AAVE/USD,146.0405,146.6893,143.838,144.1403,14.219957,2049.668868
1.65153E+12,5/2/2022 23:00,AAVE/USD,144.1403,145.6519,143.478,143.9022,144.431383,20783.99376
1.65154E+12,5/3/2022 0:00,AAVE/USD,143.9022,144.338,142.4858,142.6553,56.510464,8061.517195
1.65154E+12,5/3/2022 1:00,AAVE/USD,142.6553,145.2756,142.0075,145.0358,155.992281,22624.46527
1.65154E+12,5/3/2022 2:00,AAVE/USD,145.0358,145.909,143.3581,144.2591,6.97964,1006.876585
1.65155E+12,5/3/2022 3:00,AAVE/USD,144.2591,145.6654,144.0359,144.8906,19.633908,2844.76871
1.65155E+12,5/3/2022 4:00,AAVE/USD,144.8906,145.8438,144.5579,145.6409,17.025273,2479.576082
1.65155E+12,5/3/2022 5:00,AAVE/USD,145.6409,146.5197,144.3361,146.2452,17.114475,2502.909819
1.65156E+12,5/3/2022 6:00,AAVE/USD,146.2452,146.3379,144.9385,145.4843,11.886259,1729.26407
1.65156E+12,5/3/2022 7:00,AAVE/USD,145.4843,145.6069,144.5579,145.3396,5.3123,772.0875571
1.65156E+12,5/3/2022 8:00,AAVE/USD,145.3396,146.1078,144.7653,145.0576,3.041082,441.1320563
1.65157E+12,5/3/2022 9:00,AAVE/USD,145.0576,145.1188,143.4639,143.635,9.868058,1417.398511
1.65157E+12,5/3/2022 10:00,AAVE/USD,143.635,144.0233,142.8591,143.3688,40.44765,5798.931043
1.65158E+12,5/3/2022 11:00,AAVE/USD,143.3688,145.2398,142.7963,145.1843,405.263887,58837.95375
1.65158E+12,5/3/2022 12:00,AAVE/USD,145.1843,145.3177,144.0603,144.0795,14.607409,2104.628185
1.65158E+12,5/3/2022 13:00,AAVE/USD,144.0795,144.4445,142.4015,143.2995,28.288751,4053.763874
1.65159E+12,5/3/2022 14:00,AAVE/USD,143.2995,145.3883,142.4015,145.0245,165.779498,24042.08881
1.65159E+12,5/3/2022 15:00,AAVE/USD,145.0245,145.829,142.7183,143.3493,354.13011,50764.30338
1.65159E+12,5/3/2022 16:00,AAVE/USD,143.3493,143.858,141.6181,141.8459,93.732804,13295.61394
1.6516E+12,5/3/2022 17:00,AAVE/USD,141.8459,142.9963,141.5411,141.5411,41.488041,5872.26296
1.6516E+12,5/3/2022 18:00,AAVE/USD,141.5411,141.5411,139.6391,140.8049,54.509182,7675.159921
1.6516E+12,5/3/2022 19:00,AAVE/USD,140.8049,140.9892,139.0955,140.0845,308.352138,43195.35508
1.65161E+12,5/3/2022 20:00,AAVE/USD,140.0845,141.3019,139.0955,141.3019,87.798282,12406.06406
1.65161E+12,5/3/2022 21:00,AAVE/USD,141.3019,142.6817,140.6616,142.1791,49.16919,6990.831182
1.65162E+12,5/3/2022 22:00,AAVE/USD,142.1791,142.7978,140.9819,141.0212,13.572758,1914.04662
1.65162E+12,5/3/2022 23:00,AAVE/USD,141.0212,141.4153,139.611,140.9586,17.970908,2533.154032
1.65162E+12,5/4/2022 0:00,AAVE/USD,140.9586,143.933,140.893,143.5231,99.205051,14238.21646
1.65163E+12,5/4/2022 1:00,AAVE/USD,143.5231,144,141.592,141.6599,322.652491,45706.91961
1.65163E+12,5/4/2022 2:00,AAVE/USD,141.6599,143.4685,141.6599,142.6906,27.05061,3859.867771
1.65163E+12,5/4/2022 3:00,AAVE/USD,142.6906,143.3983,142.5106,142.5629,15.000785,2138.555412
1.65164E+12,5/4/2022 4:00,AAVE/USD,142.5629,142.9992,141.3164,141.871,2.161422,306.6431006
1.65164E+12,5/4/2022 5:00,AAVE/USD,141.871,142.0832,141.0706,141.8539,7.237971,1026.734414
1.65164E+12,5/4/2022 6:00,AAVE/USD,141.8539,144.0442,141.6696,143.8658,36.416573,5239.099408
1.65165E+12,5/4/2022 7:00,AAVE/USD,143.8658,147.38,143.6271,147.1199,197.653672,29078.78846
1.65165E+12,5/4/2022 8:00,AAVE/USD,147.1199,148.2596,146.3788,148.0478,210.059266,31098.8122
1.65165E+12,5/4/2022 9:00,AAVE/USD,148.0478,148.318,146.343,146.4709,26.394055,3865.96099
1.65166E+12,5/4/2022 10:00,AAVE/USD,146.4709,150.8997,146.4709,149.7212,194.889124,29179.03351
1.65166E+12,5/4/2022 11:00,AAVE/USD,149.7212,150.2012,148.4048,148.55,191.098837,28387.73224
1.65167E+12,5/4/2022 12:00,AAVE/USD,148.55,149.7828,146.6125,146.8842,19.155118,2813.584183
1.65167E+12,5/4/2022 13:00,AAVE/USD,146.8842,148.0222,144.7252,144.7252,22.711794,3286.968929
1.65167E+12,5/4/2022 14:00,AAVE/USD,144.7252,146.1735,144.5579,144.9972,65.484576,9495.080163
1.65168E+12,5/4/2022 15:00,AAVE/USD,144.9972,145.8332,143.8355,144.5579,5.502162,795.3809842
