unix,date,symbol,open,high,low,close,Volume BTC,Volume USD,
1.56E+12,14-Jul-19,BTC/USD,11300.52,11352.64,9862.89,10258.63,3114.35426,31949008.05,14-Jul-19
1.56E+12,15-Jul-19,BTC/USD,10258.63,11088.44,10066.72,10727.8,2664.809092,28587538.98,15-Jul-19
1.56E+12,16-Jul-19,BTC/USD,10727.8,10873.49,9200,9411.77,5931.325421,55824270.66,16-Jul-19
1.56E+12,17-Jul-19,BTC/USD,9411.77,9981.23,9074,9734.49,3215.947059,31305604.49,17-Jul-19
1.56E+12,18-Jul-19,BTC/USD,9734.49,10795.01,9290,10599.42,4296.465528,45540042.65,18-Jul-19
1.56E+12,19-Jul-19,BTC/USD,10599.42,10762.5,10102.06,10533.46,1941.48687,20450574.28,19-Jul-19
1.56E+12,20-Jul-19,BTC/USD,10533.46,11122.83,10474.13,10596.18,2199.547011,23306796.04,20-Jul-19
1.56E+12,21-Jul-19,BTC/USD,10596.18,10731,10330,10626.59,1105.559632,11748328.93,21-Jul-19
1.56E+12,22-Jul-19,BTC/USD,10626.59,10646.04,10065.67,10234.12,2006.360914,20533338.35,22-Jul-19
1.56E+12,23-Jul-19,BTC/USD,10234.12,10235.57,9601,9636.47,2502.214873,24112518.56,23-Jul-19
1.56E+12,24-Jul-19,BTC/USD,9636.47,10183.37,9509,10121.72,2064.573793,20897037.85,24-Jul-19
1.56E+12,25-Jul-19,BTC/USD,10121.72,10170,9652.01,9708.52,1271.498215,12344365.85,25-Jul-19
1.56E+12,26-Jul-19,BTC/USD,9708.52,10240.45,9673.98,10131.2,1628.90826,16502795.37,26-Jul-19
1.56E+12,27-Jul-19,BTC/USD,10131.2,10147.94,9300,9466.06,2262.136116,21413516.2,27-Jul-19
1.56E+12,28-Jul-19,BTC/USD,9466.06,9720,9110.61,9622.65,1472.862924,14172844.42,28-Jul-19
1.56E+12,29-Jul-19,BTC/USD,9622.65,9667.03,9362.5,9424.51,1191.309837,11227511.48,29-Jul-19
1.56E+12,30-Jul-19,BTC/USD,9424.51,9794.65,9403.04,9689.92,1296.52218,12563196.2,30-Jul-19
1.56E+12,31-Jul-19,BTC/USD,9689.92,10168,9655.82,10020.96,1421.210075,14241889.31,31-Jul-19
1.56E+12,1-Aug-19,BTC/USD,10020.96,10490.86,9893.06,10351.99,1331.845662,13787252.98,1-Aug-19
1.56E+12,2-Aug-19,BTC/USD,10351.99,10831,10351.99,10790.16,2607.230319,28132432.3,2-Aug-19
1.56E+12,3-Aug-19,BTC/USD,10790.16,10922.41,10700,10775.01,725.0350288,7812259.686,3-Aug-19
1.56E+12,4-Aug-19,BTC/USD,10775.01,11660.16,10580,11589.84,1569.836538,18194154.3,4-Aug-19
1.56E+12,5-Aug-19,BTC/USD,11589.84,11950,11528.85,11665.47,2102.261082,24523863.59,5-Aug-19
1.57E+12,6-Aug-19,BTC/USD,11665.47,12321.01,11205.72,11620,3695.393942,42940477.6,6-Aug-19
1.57E+12,7-Aug-19,BTC/USD,11620,12141.68,11430.04,11942,3133.931762,37425413.1,7-Aug-19
1.57E+12,8-Aug-19,BTC/USD,11942,11976.84,11468.19,11856.76,1175.922891,13942635.5,8-Aug-19
1.57E+12,9-Aug-19,BTC/USD,11856.76,11973.68,11653.87,11831.73,1670.691001,19767164.84,9-Aug-19
1.57E+12,10-Aug-19,BTC/USD,11831.73,11885.05,11175,11372.66,2601.423851,29585108.98,10-Aug-19
1.57E+12,11-Aug-19,BTC/USD,11372.66,11577.38,11091.75,11429.93,896.3451998,10245162.89,11-Aug-19
1.57E+12,12-Aug-19,BTC/USD,11429.93,11459.99,11226.82,11375,767.093556,8725689.199,12-Aug-19
1.57E+12,13-Aug-19,BTC/USD,11375,11391.63,10476.52,10601.91,2793.231326,29613587.13,13-Aug-19
1.57E+12,14-Aug-19,BTC/USD,10601.91,10646.37,9778.01,9815.49,4006.661282,39327343.74,14-Aug-19
1.57E+12,15-Aug-19,BTC/USD,9815.49,10445.74,9477.52,10317.24,3418.234035,35266740.92,15-Aug-19
1.57E+12,16-Aug-19,BTC/USD,10317.24,10539.73,9739.58,10306.38,2179.633514,22464131.25,16-Aug-19
1.57E+12,17-Aug-19,BTC/USD,10306.38,10465.37,9981.77,10116.2,441.4095775,4465387.568,17-Aug-19
1.57E+12,18-Aug-19,BTC/USD,10116.2,10508.93,10082.79,10409.68,704.3594024,7332155.984,18-Aug-19
1.57E+12,19-Aug-19,BTC/USD,10409.68,10950,10347.08,10792.92,1699.432373,18341837.65,19-Aug-19
1.57E+12,20-Aug-19,BTC/USD,10792.92,10841.8,10211.93,10296.58,1656.317272,17054403.3,20-Aug-19
1.57E+12,21-Aug-19,BTC/USD,10296.58,10296.58,9759.62,9868.46,2709.803336,26741585.82,21-Aug-19
1.57E+12,22-Aug-19,BTC/USD,9868.46,10230.57,9859.01,10153.83,846.297215,8593158.051,22-Aug-19
1.57E+12,23-Aug-19,BTC/USD,10153.83,10477,10084.59,10362.35,1394.714858,14452523.51,23-Aug-19
1.57E+12,24-Aug-19,BTC/USD,10362.35,10388.47,9888,10142.12,1382.262638,14019073.54,24-Aug-19
1.57E+12,25-Aug-19,BTC/USD,10142.12,10662.57,9907.5,10296.6,3076.833431,31680923.1,25-Aug-19
1.57E+12,26-Aug-19,BTC/USD,10296.6,10418.42,10087.03,10181.39,840.6974172,8559468.277,26-Aug-19
1.57E+12,27-Aug-19,BTC/USD,10181.39,10245.55,10026.73,10088.32,979.0957429,9877431.165,27-Aug-19
1.57E+12,28-Aug-19,BTC/USD,10088.32,10290.69,9512.5,9589.71,3553.570998,34077715.34,28-Aug-19
1.57E+12,29-Aug-19,BTC/USD,9589.71,9628.67,9290.3,9462.64,1901.820716,17996244.78,29-Aug-19
1.57E+12,30-Aug-19,BTC/USD,9462.64,9696.3,9443.67,9620.09,965.0710118,9284069.99,30-Aug-19
1.57E+12,31-Aug-19,BTC/USD,9620.09,9699,9443.87,9633.77,385.4236295,3713082.599,31-Aug-19
1.57E+12,1-Sep-19,BTC/USD,9633.77,9839.6,9543.86,9771.76,403.5091261,3942994.338,1-Sep-19
1.57E+12,2-Sep-19,BTC/USD,9771.76,10499.99,9750.92,10419.11,1337.071645,13931096.54,2-Sep-19
1.57E+12,3-Sep-19,BTC/USD,10419.11,10775.31,10292.88,10630.07,1952.939185,20759880.25,3-Sep-19
1.57E+12,4-Sep-19,BTC/USD,10630.07,10830,10380.42,10574.37,1260.134049,13325123.68,4-Sep-19
1.57E+12,5-Sep-19,BTC/USD,10574.37,10734.6,10458.71,10664.47,1012.220239,10794792.38,5-Sep-19
1.57E+12,6-Sep-19,BTC/USD,10664.47,10972.06,10185.68,10346.12,2982.503646,30857340.62,6-Sep-19
1.57E+12,7-Sep-19,BTC/USD,10346.12,10577.15,10330,10566.01,705.0065939,7449106.722,7-Sep-19
1.57E+12,8-Sep-19,BTC/USD,10566.01,10593.92,10227.75,10307.94,458.8458048,4729755.025,8-Sep-19
1.57E+12,9-Sep-19,BTC/USD,10307.94,10542.55,10067.5,10311.07,1339.9184,13815992.42,9-Sep-19
1.57E+12,10-Sep-19,BTC/USD,10311.07,10330.48,9925,10083.83,1482.790743,14952209.77,10-Sep-19
1.57E+12,11-Sep-19,BTC/USD,10083.83,10202.61,9866.43,10110.81,816.1872079,8252313.784,11-Sep-19
1.57E+12,12-Sep-19,BTC/USD,10110.81,10465.63,10033.92,10393.16,780.1133281,8107842.637,12-Sep-19
1.57E+12,13-Sep-19,BTC/USD,10393.16,10430.08,10156.59,10313,841.5689496,8679100.577,13-Sep-19
1.57E+12,14-Sep-19,BTC/USD,10313,10444.02,10232.04,10330.06,316.4923001,3269384.45,14-Sep-19
1.57E+12,15-Sep-19,BTC/USD,10330.06,10375.66,10271,10316.55,328.924466,3393365.7,15-Sep-19
1.57E+12,16-Sep-19,BTC/USD,10316.55,10351.86,10087.5,10250,1181.005973,12105311.22,16-Sep-19
1.57E+12,17-Sep-19,BTC/USD,10250,10282.91,10139.73,10213.55,603.6911783,6165830.035,17-Sep-19
1.57E+12,18-Sep-19,BTC/USD,10213.55,10231.9,9592.5,9814.55,2706.740726,26565442.19,18-Sep-19
1.57E+12,19-Sep-19,BTC/USD,9814.55,9814.55,9814.55,9814.55,0,0,19-Sep-19
1.57E+12,20-Sep-19,BTC/USD,10238.95,10238.95,10057.55,10129.84,895.9932247,9076268.007,20-Sep-19
1.57E+12,21-Sep-19,BTC/USD,10129.84,10129.84,9854.14,9875.08,526.0696736,5194980.112,21-Sep-19
1.57E+12,22-Sep-19,BTC/USD,9875.08,10091.19,9849.09,9974.22,394.0561762,3930402.993,22-Sep-19
1.57E+12,23-Sep-19,BTC/USD,9974.22,9985.24,9593,9705.64,2191.399033,21268930.11,23-Sep-19
1.57E+12,24-Sep-19,BTC/USD,9705.64,9776.27,7991.18,8580,9827.467146,84319668.11,24-Sep-19
1.57E+12,25-Sep-19,BTC/USD,8580,8652,8221.21,8368.01,2601.315039,21767830.26,25-Sep-19
1.57E+12,26-Sep-19,BTC/USD,8368.01,8458.43,7718,8017.77,6102.779244,48930680.34,26-Sep-19
1.57E+12,27-Sep-19,BTC/USD,8017.77,8281.99,7860,8184.56,1310.174087,10723198.42,27-Sep-19
1.57E+12,28-Sep-19,BTC/USD,8184.56,8347.44,8022.5,8142.51,1031.891158,8402184.07,28-Sep-19
1.57E+12,29-Sep-19,BTC/USD,8142.51,8156.86,7906.15,7978.82,757.8501039,6046749.566,29-Sep-19
1.57E+12,30-Sep-19,BTC/USD,7978.82,8517.73,7705.5,8425.8,2930.012776,24687701.65,30-Sep-19
1.57E+12,1-Oct-19,BTC/USD,8425.8,8531.25,8232.51,8284.42,1465.866805,12143856.27,1-Oct-19
1.57E+12,2-Oct-19,BTC/USD,8284.42,8411.2,8180,8346.13,1597.420235,13332276.95,2-Oct-19
1.57E+12,3-Oct-19,BTC/USD,8346.13,8346.13,8346.13,8346.13,0,0,3-Oct-19
1.57E+12,4-Oct-19,BTC/USD,8108.09,8239.63,8000,8147.95,845.1446958,6886196.724,4-Oct-19
1.57E+12,5-Oct-19,BTC/USD,8147.95,8196.66,8028.88,8064.95,274.8107422,2216334.896,5-Oct-19
1.57E+12,6-Oct-19,BTC/USD,8064.95,8098.37,7774.02,7874.02,1038.436949,8176673.308,6-Oct-19
1.57E+12,7-Oct-19,BTC/USD,7874.02,8340.94,7809.99,8279.66,1153.162173,9547790.719,7-Oct-19
1.57E+12,8-Oct-19,BTC/USD,8279.66,8299.47,8110.31,8130.38,738.6966053,6005884.106,8-Oct-19
1.57E+12,9-Oct-19,BTC/USD,8130.38,8707.38,8127.59,8569.02,1799.46162,15419622.61,9-Oct-19
1.57E+12,10-Oct-19,BTC/USD,8569.02,8655,8460.04,8578.48,800.6014739,6867943.732,10-Oct-19
1.57E+12,11-Oct-19,BTC/USD,8578.48,8812.61,8213.25,8318.12,1608.81988,13382356.82,11-Oct-19
1.57E+12,12-Oct-19,BTC/USD,8318.12,8424.37,8299,8341.87,332.0780896,2770152.253,12-Oct-19
1.57E+12,13-Oct-19,BTC/USD,8341.87,8470,8152.4,8293,701.9884196,5821589.964,13-Oct-19
1.57E+12,14-Oct-19,BTC/USD,8293,8410.13,8220.39,8319.15,571.4592684,4754055.373,14-Oct-19
1.57E+12,15-Oct-19,BTC/USD,8319.15,8376.47,8082.77,8157.99,1247.977441,10180987.49,15-Oct-19
1.57E+12,16-Oct-19,BTC/USD,8157.99,8170,7915,7970.35,1195.966019,9532267.762,16-Oct-19
1.57E+12,17-Oct-19,BTC/USD,7970.35,8120.6,7941.11,8071.61,720.6495973,5816802.496,17-Oct-19
1.57E+12,18-Oct-19,BTC/USD,8071.61,8082.3,7815.1,7952.75,957.7802456,7616986.848,18-Oct-19
1.57E+12,19-Oct-19,BTC/USD,7952.75,8102.63,7879.79,7914.32,506.7785683,4010807.759,19-Oct-19
1.57E+12,20-Oct-19,BTC/USD,7914.32,8300,7894.98,8233.71,684.58691,5636690.087,20-Oct-19
1.57E+12,21-Oct-19,BTC/USD,8233.71,8356.21,8157.84,8219.16,746.0328677,6131763.505,21-Oct-19
1.57E+12,22-Oct-19,BTC/USD,8219.16,8312.83,7940.29,7957.67,836.9704729,6660334.823,22-Oct-19
1.57E+12,23-Oct-19,BTC/USD,7957.67,8009.17,7275.24,7420.27,4673.408728,34677954.58,23-Oct-19
1.57E+12,24-Oct-19,BTC/USD,7420.27,7420.27,7420.27,7420.27,0,0,24-Oct-19
1.57E+12,25-Oct-19,BTC/USD,7459.98,10610,7400,9600,7549.911151,72479147.05,25-Oct-19
1.57E+12,26-Oct-19,BTC/USD,9600,9788.2,8917.5,9175,1789.657045,16420103.39,26-Oct-19
1.57E+12,27-Oct-19,BTC/USD,9175,9932.29,9112.86,9637.32,2118.435507,20416040.88,27-Oct-19
1.57E+12,28-Oct-19,BTC/USD,9637.32,9697.64,9188.19,9302.2,1137.437848,10580674.35,28-Oct-19
1.57E+12,29-Oct-19,BTC/USD,9302.2,9555.57,9072.5,9287.96,1668.131144,15493535.34,29-Oct-19
1.57E+12,30-Oct-19,BTC/USD,9287.96,9338.39,9001.71,9109.13,745.4559373,6790455.042,30-Oct-19
1.57E+12,31-Oct-19,BTC/USD,9109.13,9426.18,8962.5,9086.98,1097.581153,9973697.986,31-Oct-19
1.57E+12,1-Nov-19,BTC/USD,9086.98,9299.99,9064.48,9260.94,866.2926524,8022684.276,1-Nov-19
1.57E+12,2-Nov-19,BTC/USD,9260.94,9388.13,9206.91,9346.57,464.1464519,4338177.303,2-Nov-19
1.57E+12,3-Nov-19,BTC/USD,9346.57,9351.12,9075,9153.97,301.5811816,2760665.089,3-Nov-19
1.57E+12,4-Nov-19,BTC/USD,9153.97,9600,9135,9423.5,1068.238564,10066546.11,4-Nov-19
1.57E+12,5-Nov-19,BTC/USD,9423.5,9427.83,9177,9317.56,1044.337862,9730680.685,5-Nov-19
1.57E+12,6-Nov-19,BTC/USD,9317.56,9445.38,9260.15,9295.62,678.3203366,6305408.087,6-Nov-19
1.57E+12,7-Nov-19,BTC/USD,9295.62,9313.44,9084.95,9229.83,799.7181889,7381262.931,7-Nov-19
1.57E+12,8-Nov-19,BTC/USD,9229.83,9250,8670.03,8822.15,1193.412392,10528463.14,8-Nov-19
1.57E+12,9-Nov-19,BTC/USD,8822.15,8877.36,8734.13,8767.29,325.7352027,2855814.985,9-Nov-19
1.57E+12,10-Nov-19,BTC/USD,8767.29,9130.88,8767.29,9012.01,519.6908857,4683459.459,10-Nov-19
1.57E+12,11-Nov-19,BTC/USD,9012.01,9023.62,8600,8730,632.0839224,5518092.643,11-Nov-19
1.57E+12,12-Nov-19,BTC/USD,8730,8730,8730,8730,0,0,12-Nov-19
1.57E+12,13-Nov-19,BTC/USD,8724.81,8805.5,8706.79,8756.62,624.3217199,5466948.059,13-Nov-19
1.57E+12,14-Nov-19,BTC/USD,8756.62,8760.37,8499,8538.52,1084.531933,9260297.602,14-Nov-19
1.57E+12,15-Nov-19,BTC/USD,8538.52,8774,8368.33,8452.68,1122.318816,9486601.806,15-Nov-19
1.57E+12,16-Nov-19,BTC/USD,8452.68,8526.08,8445.34,8474.64,213.7628104,1811562.863,16-Nov-19
1.57E+12,17-Nov-19,BTC/USD,8474.64,8627.79,8382.61,8477.41,419.0180668,3552187.95,17-Nov-19
1.57E+12,18-Nov-19,BTC/USD,8477.41,8490.23,8033.48,8136.38,1146.725104,9330191.201,18-Nov-19
1.57E+12,19-Nov-19,BTC/USD,8136.38,8136.38,8136.38,8136.38,0,0,19-Nov-19
1.57E+12,20-Nov-19,BTC/USD,8141.03,8218,8028.05,8106.03,883.906226,7164970.385,20-Nov-19
1.57E+12,21-Nov-19,BTC/USD,8106.03,8106.03,8106.03,8106.03,0,0,21-Nov-19
1.57E+12,22-Nov-19,BTC/USD,7587.78,7718.29,6789,7292.6,3685.697145,26878315,22-Nov-19
1.57E+12,23-Nov-19,BTC/USD,7292.6,7349.22,7112.51,7227.12,587.24866,4244116.535,23-Nov-19
1.57E+12,24-Nov-19,BTC/USD,7227.12,7279.49,6619,6682.52,1375.529616,9192004.167,24-Nov-19
1.57E+12,25-Nov-19,BTC/USD,6682.52,7376.9,6523.92,7241.86,2419.475732,17521504.53,25-Nov-19
1.57E+12,26-Nov-19,BTC/USD,7241.86,7338.99,7028.27,7073.3,1109.095498,7844965.186,26-Nov-19
1.57E+12,27-Nov-19,BTC/USD,7073.3,7669.56,6849.95,7507.18,1975.76312,14832409.38,27-Nov-19
1.57E+12,28-Nov-19,BTC/USD,7507.18,7651.63,7375.03,7492.85,647.5571409,4852048.523,28-Nov-19
1.58E+12,29-Nov-19,BTC/USD,7492.85,7860.95,7431.93,7748.26,1119.424549,8673592.454,29-Nov-19
1.58E+12,30-Nov-19,BTC/USD,7748.26,7811.38,7249.13,7295.55,750.7161227,5476887.009,30-Nov-19
1.58E+12,1-Dec-19,BTC/USD,7295.55,7474.22,7242.26,7365.28,400.4220683,2949220.651,1-Dec-19
1.58E+12,2-Dec-19,BTC/USD,7365.28,7413.27,7170.01,7359.65,922.057766,6786022.437,2-Dec-19
1.58E+12,3-Dec-19,BTC/USD,7359.65,7367.6,7112.51,7153.72,904.3255328,6469291.651,3-Dec-19
1.58E+12,4-Dec-19,BTC/USD,7153.72,7820.75,7091.59,7215.49,2112.567151,15243207.15,4-Dec-19
1.58E+12,5-Dec-19,BTC/USD,7215.49,7215.49,7215.49,7215.49,0,0,5-Dec-19
1.58E+12,6-Dec-19,BTC/USD,7377.49,7607.07,7305,7546.35,1033.596003,7799877.198,6-Dec-19
1.58E+12,7-Dec-19,BTC/USD,7546.35,7636.39,7392.54,7415.16,475.0609385,3522652.868,7-Dec-19
1.58E+12,8-Dec-19,BTC/USD,7415.16,7575.25,7396.31,7517.82,254.4729663,1913081.956,8-Dec-19
1.58E+12,9-Dec-19,BTC/USD,7517.82,7652,7287.09,7376.76,1017.132841,7503144.856,9-Dec-19
1.58E+12,10-Dec-19,BTC/USD,7376.76,7385.2,7167.5,7206.77,670.716428,4833699.032,10-Dec-19
1.58E+12,11-Dec-19,BTC/USD,7206.77,7299.39,7082.93,7154.82,931.1352444,6662105.069,11-Dec-19
1.58E+12,12-Dec-19,BTC/USD,7154.82,7154.82,7154.82,7154.82,0,0,12-Dec-19
1.58E+12,13-Dec-19,BTC/USD,7215.82,7297.6,7193.42,7249.48,675.4578864,4896718.438,13-Dec-19
1.58E+12,14-Dec-19,BTC/USD,7249.48,7265.4,7010.01,7048.99,413.2166211,2912759.83,14-Dec-19
1.58E+12,15-Dec-19,BTC/USD,7048.99,7212.02,7032.15,7065.45,289.8319878,2047793.418,15-Dec-19
1.58E+12,16-Dec-19,BTC/USD,7065.45,7065.45,7065.45,7065.45,0,0,16-Dec-19
1.58E+12,17-Dec-19,BTC/USD,6865.77,6928.4,6560.04,6682.33,1665.204428,11127445.51,17-Dec-19
1.58E+12,18-Dec-19,BTC/USD,6682.33,7448,6435.38,7168.49,1882.111813,13491899.71,18-Dec-19
1.58E+12,19-Dec-19,BTC/USD,7168.49,7168.49,7168.49,7168.49,0,0,19-Dec-19
1.58E+12,20-Dec-19,BTC/USD,7127.45,7218,7078.34,7165.18,607.712291,4354367.953,20-Dec-19
1.58E+12,21-Dec-19,BTC/USD,7165.18,7184.21,7116.08,7140.94,275.5765173,1967875.375,21-Dec-19
1.58E+12,22-Dec-19,BTC/USD,7140.94,7638.87,7130,7601.16,857.0092825,6514264.678,22-Dec-19
1.58E+12,23-Dec-19,BTC/USD,7601.16,7690,7270,7312.65,1011.536599,7397013.111,23-Dec-19
1.58E+12,24-Dec-19,BTC/USD,7312.65,7426.14,7162.5,7231.26,553.8290128,4004881.587,24-Dec-19
1.58E+12,25-Dec-19,BTC/USD,7231.26,7266,7122.5,7173.62,227.5348039,1632248.22,25-Dec-19
1.58E+12,26-Dec-19,BTC/USD,7173.62,7429.99,7155,7209.32,1237.597444,8922236.004,26-Dec-19
1.58E+12,27-Dec-19,BTC/USD,7209.32,7315.94,7062.39,7276.81,922.4842387,6712742.533,27-Dec-19
1.58E+12,28-Dec-19,BTC/USD,7276.81,7349.24,7254.09,7298.01,372.8688524,2721200.614,28-Dec-19
1.58E+12,29-Dec-19,BTC/USD,7298.01,7521.92,7279.95,7340.05,345.9693588,2539432.392,29-Dec-19
1.58E+12,30-Dec-19,BTC/USD,7340.05,7382.2,7180,7210.56,740.0091762,5335880.566,30-Dec-19
1.58E+12,31-Dec-19,BTC/USD,7210.56,7300,7115.02,7199.04,1120.433534,8066045.828,31-Dec-19
1.58E+12,1-Jan-20,BTC/USD,7199.04,7231.65,7100.01,7100.02,487.7736245,3463202.489,1-Jan-20
1.58E+12,2-Jan-20,BTC/USD,7100.02,7150,6860,6930.1,1048.256623,7264523.221,2-Jan-20
1.58E+12,3-Jan-20,BTC/USD,6930.1,7398,6930.1,7328.98,1229.689995,9012373.378,3-Jan-20
1.58E+12,4-Jan-20,BTC/USD,7328.98,7472.25,7258.53,7468.87,509.4810515,3805247.741,4-Jan-20
1.58E+12,5-Jan-20,BTC/USD,7468.87,7579.51,7313.53,7535.91,595.9816135,4491263.801,5-Jan-20
1.58E+12,6-Jan-20,BTC/USD,7535.91,8000,7489.18,7899.33,1451.476657,11465693.1,6-Jan-20
1.58E+12,7-Jan-20,BTC/USD,7899.33,8463,7737.5,8301.6,1810.61834,15031029.21,7-Jan-20
1.58E+12,8-Jan-20,BTC/USD,8301.6,8412.06,7871.01,7941.96,1432.342748,11375608.81,8-Jan-20
1.58E+12,9-Jan-20,BTC/USD,7941.96,7998.1,7756.56,7804,841.6467612,6568211.324,9-Jan-20
1.58E+12,10-Jan-20,BTC/USD,7804,8250,7676,8160.66,1154.199165,9419026.96,10-Jan-20
1.58E+12,11-Jan-20,BTC/USD,8160.66,8277.01,7972,8086.45,463.8437621,3750849.39,11-Jan-20
1.58E+12,12-Jan-20,BTC/USD,8086.45,8190.75,8071.23,8100.01,309.954781,2510636.826,12-Jan-20
1.58E+12,13-Jan-20,BTC/USD,8100.01,8488.32,8000,8467.57,2185.294765,18504136.39,13-Jan-20
1.58E+12,14-Jan-20,BTC/USD,8467.57,8897,8461.07,8727.32,2236.816252,19521411.21,14-Jan-20
1.58E+12,15-Jan-20,BTC/USD,8727.32,8920.83,8561.12,8636.53,1123.98652,9707343.297,15-Jan-20
1.58E+12,16-Jan-20,BTC/USD,8636.53,8820.58,8600,8774.03,631.5419845,5541168.318,16-Jan-20
1.58E+12,17-Jan-20,BTC/USD,8774.03,9007.18,8750.79,8914.92,1186.859739,10580759.63,17-Jan-20
1.58E+12,18-Jan-20,BTC/USD,8914.92,9180.18,8810,9141,622.5345885,5690588.673,18-Jan-20
1.58E+12,19-Jan-20,BTC/USD,9141,9152.39,8477.51,8647.68,1477.498937,12776938.01,19-Jan-20
1.58E+12,20-Jan-20,BTC/USD,8647.68,8730.31,8510.02,8652.38,513.1403765,4439885.531,20-Jan-20
1.58E+12,21-Jan-20,BTC/USD,8652.38,8776.25,8480,8697.93,876.974281,7627860.908,21-Jan-20
1.58E+12,22-Jan-20,BTC/USD,8697.93,8784.28,8548.03,8559.71,585.6521529,5013012.59,22-Jan-20
1.58E+12,23-Jan-20,BTC/USD,8559.71,8590.78,8271.33,8310.2,1649.808428,13710238,23-Jan-20
1.58E+12,24-Jan-20,BTC/USD,8310.2,8513.35,8226.36,8286.66,852.842705,7067217.53,24-Jan-20
1.58E+12,25-Jan-20,BTC/USD,8286.66,8406.7,8280,8346.01,308.4473645,2574304.788,25-Jan-20
1.58E+12,26-Jan-20,BTC/USD,8346.01,8674.06,8325.14,8647.99,486.7162924,4209117.629,26-Jan-20
1.58E+12,27-Jan-20,BTC/USD,8647.99,9145.22,8560.04,9095.48,1381.671711,12566967.41,27-Jan-20
1.58E+12,28-Jan-20,BTC/USD,9095.48,9430,8890.72,9338.25,1471.728741,13743370.91,28-Jan-20
1.58E+12,29-Jan-20,BTC/USD,9338.25,9428.98,9186.87,9253,904.538636,8369695.999,29-Jan-20
1.58E+12,30-Jan-20,BTC/USD,9253,9565.22,9189.98,9420.01,1371.86676,12922998.6,30-Jan-20
1.58E+12,31-Jan-20,BTC/USD,9420.01,9455.78,9200.03,9417.47,939.8788597,8851280.965,31-Jan-20
1.58E+12,1-Feb-20,BTC/USD,9417.47,9447.94,9240,9253.55,456.3412503,4222776.577,1-Feb-20
1.58E+12,2-Feb-20,BTC/USD,9253.55,9600,9150,9362.03,665.9550545,6234691.199,2-Feb-20
1.58E+12,3-Feb-20,BTC/USD,9362.03,9410.57,9225,9274.75,726.731028,6740248.602,3-Feb-20
1.58E+12,4-Feb-20,BTC/USD,9274.75,9306.77,9079.87,9207.78,764.2069764,7036649.714,4-Feb-20
1.58E+12,5-Feb-20,BTC/USD,9207.78,9767.9,9187.45,9634.97,1616.691595,15576775.02,5-Feb-20
1.58E+12,6-Feb-20,BTC/USD,9634.97,9856.43,9591.15,9768.85,1062.946597,10383765.86,6-Feb-20
1.58E+12,7-Feb-20,BTC/USD,9768.85,9871.36,9660.44,9709.11,767.8835923,7455466.265,7-Feb-20
1.58E+12,8-Feb-20,BTC/USD,9709.11,10050,9700.37,10050,759.0736517,7628690.2,8-Feb-20
1.58E+12,9-Feb-20,BTC/USD,10050,10200,10027.78,10078.82,590.9211326,5955787.73,9-Feb-20
1.58E+12,10-Feb-20,BTC/USD,10078.82,10102.44,9697.09,9724.18,1638.165845,15929819.54,10-Feb-20
1.58E+12,11-Feb-20,BTC/USD,9724.18,10390.94,9714.9,10299.99,2040.967934,21021949.31,11-Feb-20
1.58E+12,12-Feb-20,BTC/USD,10299.99,10487.46,10250.2,10407.84,1929.961553,20086731.05,12-Feb-20
1.58E+12,13-Feb-20,BTC/USD,10407.84,10517.2,10087.51,10250,1541.75074,15802945.09,13-Feb-20
1.58E+12,14-Feb-20,BTC/USD,10250,10400.37,10111,10275.98,1762.852386,18115035.86,14-Feb-20
1.58E+12,15-Feb-20,BTC/USD,10275.98,10300.01,9751,10009.32,1552.523235,15539701.87,15-Feb-20
1.58E+12,16-Feb-20,BTC/USD,10009.32,10030.07,9628,9827.28,904.0396957,8884251.221,16-Feb-20
1.58E+12,17-Feb-20,BTC/USD,9827.28,9846.89,9477.53,9729.09,1099.317733,10695361.16,17-Feb-20
1.58E+12,18-Feb-20,BTC/USD,9729.09,10275.62,9600,10167.73,1396.059559,14194756.66,18-Feb-20
1.58E+12,19-Feb-20,BTC/USD,10167.73,10310.06,9290.73,9576.75,2194.232955,21013620.45,19-Feb-20
1.58E+12,20-Feb-20,BTC/USD,9576.75,9723.07,9390,9718.52,1273.177459,12373400.6,20-Feb-20
1.58E+12,21-Feb-20,BTC/USD,9718.52,9775.26,9575.01,9685.45,669.831351,6487618.059,21-Feb-20
1.58E+12,22-Feb-20,BTC/USD,9685.45,9816.91,9582.37,9797.42,318.2336791,3117869.012,22-Feb-20
1.58E+12,23-Feb-20,BTC/USD,9797.42,10025,9587.46,9786.57,943.6637906,9235231.743,23-Feb-20
1.58E+12,24-Feb-20,BTC/USD,9786.57,9845.13,9488.33,9592.16,908.5851499,8715294.132,24-Feb-20
1.58E+12,25-Feb-20,BTC/USD,9592.16,9679.9,9101,9150,1442.525251,13199106.05,25-Feb-20
1.58E+12,26-Feb-20,BTC/USD,9150,9272.43,8520,8731.04,2594.085541,22649064.62,26-Feb-20
1.58E+12,27-Feb-20,BTC/USD,8731.04,8973.9,8669.2,8846,1935.249449,17119216.63,27-Feb-20
1.58E+12,28-Feb-20,BTC/USD,8846,8868.52,8430,8729.6,1533.125849,13383575.41,28-Feb-20
1.58E+12,29-Feb-20,BTC/USD,8729.6,8804.14,8517.5,8619.7,466.2341011,4018798.081,29-Feb-20
