unix,date,symbol,open,high,low,close,Volume BTC,Volume USD,
1500696000,22-Jul-17,BTC/USD,2709.99,2872.86,2695,2826.35,8746.217088,24719870.67,22-Jul-17
1500782400,23-Jul-17,BTC/USD,2826.35,2830.37,2668.05,2755.54,8896.979487,24515982.86,23-Jul-17
1500868800,24-Jul-17,BTC/USD,2755.54,2795,2715.2,2748.73,9221.551,25347553.88,24-Jul-17
1500955200,25-Jul-17,BTC/USD,2748.73,2768.87,2450,2503.77,24606.22732,61608333.79,25-Jul-17
1501041600,26-Jul-17,BTC/USD,2503.77,2550,2401.01,2544.32,13393.60538,34077618.04,26-Jul-17
1501128000,27-Jul-17,BTC/USD,2544.32,2727.82,2530,2673.34,10566.31424,28247350.51,27-Jul-17
1501214400,28-Jul-17,BTC/USD,2673.34,2821.55,2652.21,2693.67,12099.73435,32592691.43,28-Jul-17
1501300800,29-Jul-17,BTC/USD,2693.67,2761.43,2648.75,2701.27,6991.067045,18884759.68,29-Jul-17
1501387200,30-Jul-17,BTC/USD,2701.27,2765,2600,2715.67,5872.276596,15947165.38,30-Jul-17
1501473600,31-Jul-17,BTC/USD,2715.67,2960,2703.46,2864.56,7331.898628,21002663.53,31-Jul-17
1501560000,1-Aug-17,BTC/USD,2864.56,2924.22,2641.42,2731.16,7782.348511,21254838.96,1-Aug-17
1501646400,2-Aug-17,BTC/USD,2731.16,2753.87,2650,2719.31,7644.531633,20787851.31,2-Aug-17
1501732800,3-Aug-17,BTC/USD,2719.31,2795.67,2712.49,2783.59,9775.173289,27210074.62,3-Aug-17
1501819200,4-Aug-17,BTC/USD,2783.59,3144.51,2760.68,3092.25,9966.970119,30820363.35,4-Aug-17
1501905600,5-Aug-17,BTC/USD,3092.25,3332.09,3067.35,3203.3,12646.24461,40509715.37,5-Aug-17
1501992000,6-Aug-17,BTC/USD,3203.3,3269.91,3147,3231.49,6504.016389,21017663.92,6-Aug-17
1502078400,7-Aug-17,BTC/USD,3231.49,3447.8,3209.33,3447.19,9923.861906,34209437.52,7-Aug-17
1502164800,8-Aug-17,BTC/USD,3447.19,3483.39,3345.97,3381.56,12305.22786,41610866.33,8-Aug-17
1502251200,9-Aug-17,BTC/USD,3381.56,3405.07,3237.14,3328.91,9335.013653,31075420.3,9-Aug-17
1502337600,10-Aug-17,BTC/USD,3328.91,3441.17,3328.91,3421.45,7302.732675,24985934.71,10-Aug-17
1502424000,11-Aug-17,BTC/USD,3421.45,3705.16,3420.29,3659.14,13044.57499,47731926.12,11-Aug-17
1502510400,12-Aug-17,BTC/USD,3659.14,4098.91,3656.01,4047.47,15954.92167,64577066.82,12-Aug-17
1502596800,13-Aug-17,BTC/USD,4047.47,4174.48,3843.72,3975.17,10812.23645,42980477.97,13-Aug-17
1502683200,14-Aug-17,BTC/USD,3975.17,4436.01,3972.98,4408.51,18493.74942,81529879.27,14-Aug-17
1502769600,15-Aug-17,BTC/USD,4408.51,4414.25,3821.85,4078.46,22636.5275,92322171.94,15-Aug-17
1502856000,16-Aug-17,BTC/USD,4078.46,4394.03,3935.01,4271.64,9421.059391,40243374.14,16-Aug-17
1502942400,17-Aug-17,BTC/USD,4271.64,4474,4236.01,4266.98,10139.60231,43265480.26,17-Aug-17
1503028800,18-Aug-17,BTC/USD,4266.98,4355,3971.01,4120.25,14635.45022,60301713.77,18-Aug-17
1503115200,19-Aug-17,BTC/USD,4120.25,4184.8,3985,4079.82,11048.40146,45075489.24,19-Aug-17
1503201600,20-Aug-17,BTC/USD,4079.82,4168.88,4000,4043.74,8290.060918,33522850.94,20-Aug-17
1503288000,21-Aug-17,BTC/USD,4043.74,4068.04,3814.03,3829.11,17861.78112,68394724.72,21-Aug-17
1503374400,22-Aug-17,BTC/USD,3829.11,4140.05,3600.01,4100.47,15406.22356,63172757.54,22-Aug-17
1503460800,23-Aug-17,BTC/USD,4100.47,4250.02,4073.14,4132.23,9942.935061,41086494.55,23-Aug-17
1503547200,24-Aug-17,BTC/USD,4132.23,4375.97,4123.54,4354.29,8183.038243,35631321.59,24-Aug-17
1503633600,25-Aug-17,BTC/USD,4354.29,4480.01,4284.83,4371.25,8431.285336,36855256.03,25-Aug-17
1503720000,26-Aug-17,BTC/USD,4371.25,4371.25,4369.49,4369.49,5,21847.45,26-Aug-17
1503806400,27-Aug-17,BTC/USD,4369.49,4371.26,4287.23,4287.24,4869.98882,20878810.87,27-Aug-17
1503892800,28-Aug-17,BTC/USD,4287.24,4400,4202.48,4385.31,8896.348863,39013247.63,28-Aug-17
1503979200,29-Aug-17,BTC/USD,4385.31,4705.07,4345.13,4599.17,10873.62849,50009665.94,29-Aug-17
1504065600,30-Aug-17,BTC/USD,4599.17,4641.43,4495.05,4625.01,8773.731168,40578594.39,30-Aug-17
1504152000,31-Aug-17,BTC/USD,4625.01,4778.96,4600,4760.02,7136.739307,33971021.83,31-Aug-17
1504238400,1-Sep-17,BTC/USD,4760.02,4985,4709.28,4828.33,10726.85273,51792784.82,1-Sep-17
1504324800,2-Sep-17,BTC/USD,4828.33,4874,4505,4658.1,12040.29591,56084902.38,2-Sep-17
1504411200,3-Sep-17,BTC/USD,4658.1,4740.41,4460.05,4549.08,9088.626933,41344891.01,3-Sep-17
1504497600,4-Sep-17,BTC/USD,4549.08,4549.08,4012.02,4124.44,15654.35447,64565445.76,4-Sep-17
1504584000,5-Sep-17,BTC/USD,4124.44,4512.51,4031.07,4483.32,14002.02072,62775539.53,5-Sep-17
1504670400,6-Sep-17,BTC/USD,4483.32,4645,4394,4506.06,9533.90146,42960332.01,6-Sep-17
1504756800,7-Sep-17,BTC/USD,4506.06,4665.23,4484.68,4617.89,4658.913562,21514350.35,7-Sep-17
1504843200,8-Sep-17,BTC/USD,4617.89,4669.98,4000,4337.81,15673.04027,67986670.79,8-Sep-17
1504929600,9-Sep-17,BTC/USD,4337.81,4405,4182.16,4219.66,5553.985393,23435930,9-Sep-17
1505016000,10-Sep-17,BTC/USD,4219.66,4370.28,4083.55,4336.68,7479.066925,32434319.95,10-Sep-17
1505102400,11-Sep-17,BTC/USD,4336.68,4336.68,4110.48,4284.69,9501.031088,40708972.89,11-Sep-17
1505188800,12-Sep-17,BTC/USD,4284.69,4372.05,3955.17,3956.08,9045.683634,35785448.11,12-Sep-17
1505275200,13-Sep-17,BTC/USD,3956.08,4042.46,3743.75,3800.01,15551.99353,59097730.93,13-Sep-17
1505361600,14-Sep-17,BTC/USD,3800.01,3892.01,3219.89,3359.98,28065.4427,94299326.17,14-Sep-17
1505448000,15-Sep-17,BTC/USD,3359.98,3839.19,2955.01,3709.85,31248.87979,115928656.7,15-Sep-17
1505534400,16-Sep-17,BTC/USD,3709.85,3854.7,3580.01,3657.61,6022.369387,22027478.49,16-Sep-17
1505620800,17-Sep-17,BTC/USD,3657.61,3838.15,3505.94,3798.74,4423.811793,16804910.81,17-Sep-17
1505707200,18-Sep-17,BTC/USD,3798.74,4117.03,3772.73,3989.64,11358.14446,45314907.48,18-Sep-17
1505793600,19-Sep-17,BTC/USD,3989.64,4040,3850,3877.66,8650.198284,33542527.88,19-Sep-17
1505880000,20-Sep-17,BTC/USD,3877.66,4034.99,3811,3820,7107.256786,27149720.92,20-Sep-17
1505966400,21-Sep-17,BTC/USD,3820,3894.49,3573,3694.23,9013.514053,33297994.02,21-Sep-17
1506052800,22-Sep-17,BTC/USD,3694.23,3758.12,3510.84,3616.1,5504.811244,19905947.94,22-Sep-17
1506139200,23-Sep-17,BTC/USD,3616.1,3812.88,3616.1,3780.46,3246.671715,12273912.55,23-Sep-17
1506225600,24-Sep-17,BTC/USD,3780.46,3784.3,3619.76,3748.76,2483.501131,9310049.7,24-Sep-17
1506312000,25-Sep-17,BTC/USD,3748.76,3956.86,3678,3906.72,6068.94375,23709663.93,25-Sep-17
1506398400,26-Sep-17,BTC/USD,3906.72,3958.06,3852.61,3933.36,4809.842932,18918843.8,26-Sep-17
1506484800,27-Sep-17,BTC/USD,3933.36,4225,3336.67,4183.45,10556.73818,44163586.33,27-Sep-17
1506571200,28-Sep-17,BTC/USD,4183.45,4281.6,4026,4058.73,7680.895663,31174681.65,28-Sep-17
1506657600,29-Sep-17,BTC/USD,4058.73,4209.85,4020,4182.89,5045.090866,21103060.13,29-Sep-17
1506744000,30-Sep-17,BTC/USD,4182.89,4345,4182.89,4293.03,3438.688619,14762393.4,30-Sep-17
1506830400,1-Oct-17,BTC/USD,4293.03,4425.05,4250,4396.6,3712.770608,16323567.25,1-Oct-17
1506916800,2-Oct-17,BTC/USD,4396.6,4457.01,4361,4408.25,4835.154919,21314571.67,2-Oct-17
1507003200,3-Oct-17,BTC/USD,4408.25,4408.25,4104.51,4290,4926.859889,21136228.92,3-Oct-17
1507089600,4-Oct-17,BTC/USD,4290,4339.98,4175,4175.02,4586.460032,19148562.36,4-Oct-17
1507176000,5-Oct-17,BTC/USD,4175.02,4360.38,4145,4324.11,4009.215527,17336288.95,5-Oct-17
1507262400,6-Oct-17,BTC/USD,4324.11,4410.26,4314.25,4362.14,4875.683064,21268412.12,6-Oct-17
1507348800,7-Oct-17,BTC/USD,4362.14,4448,4320.01,4437.48,2153.046307,9554099.924,7-Oct-17
1507435200,8-Oct-17,BTC/USD,4437.48,4622.78,4412.42,4622.78,3687.747553,17047645.63,8-Oct-17
1507521600,9-Oct-17,BTC/USD,4622.78,4875,4550,4773.1,7346.956798,35067759.49,9-Oct-17
1507608000,10-Oct-17,BTC/USD,4773.1,4919.01,4712.11,4738.91,4501.87908,21333999.79,10-Oct-17
1507694400,11-Oct-17,BTC/USD,4738.91,4864.67,4720,4846.99,6864.489274,33272110.87,11-Oct-17
1507780800,12-Oct-17,BTC/USD,4846.99,5869.89,4833.95,5712.47,17337.59055,99040465.89,12-Oct-17
1507867200,13-Oct-17,BTC/USD,5712.47,5810.06,5430.01,5667.11,10992.68285,62296742.92,13-Oct-17
1507953600,14-Oct-17,BTC/USD,5667.11,5833.72,5555.89,5774.59,4540.938778,26222059.66,14-Oct-17
1508040000,15-Oct-17,BTC/USD,5774.59,5796.91,5450,5604.34,6016.526291,33718658.95,15-Oct-17
1508126400,16-Oct-17,BTC/USD,5604.34,5778.35,5575,5648.09,5612.564054,31700266.91,16-Oct-17
1508212800,17-Oct-17,BTC/USD,5648.09,5683.31,5454.06,5494.42,5756.226353,31627125.2,17-Oct-17
1508299200,18-Oct-17,BTC/USD,5494.42,5633.15,5082.24,5624.1,10236.04001,57568512.64,18-Oct-17
1508385600,19-Oct-17,BTC/USD,5624.1,5745.03,5540.68,5685.02,6629.556199,37689159.58,19-Oct-17
1508472000,20-Oct-17,BTC/USD,5685.02,6100,5615,6098.72,11472.53501,69967778.71,20-Oct-17
1508558400,21-Oct-17,BTC/USD,6098.72,6178.79,5900.01,5946.51,5377.243763,31975833.81,21-Oct-17
1508644800,22-Oct-17,BTC/USD,5946.51,6059.18,5750,5980.2,5319.026757,31808843.81,22-Oct-17
1508731200,23-Oct-17,BTC/USD,5980.2,6060.28,5550,5652.13,11525.03898,65141018.6,23-Oct-17
1508817600,24-Oct-17,BTC/USD,5652.13,5772.88,5375,5550.99,8117.329541,45059215.11,24-Oct-17
1508904000,25-Oct-17,BTC/USD,5550.99,5783.77,5437.3,5783.77,6072.584143,35122429.99,25-Oct-17
1508990400,26-Oct-17,BTC/USD,5783.77,5992.51,5705,5922.01,5582.497996,33059608.95,26-Oct-17
1509076800,27-Oct-17,BTC/USD,5922.01,5924.99,5703.08,5740.43,4941.333439,28365378.71,27-Oct-17
1509163200,28-Oct-17,BTC/USD,5740.43,5817.56,5660.79,5745,2201.848184,12649617.81,28-Oct-17
1509249600,29-Oct-17,BTC/USD,5745,6295.03,5744.99,6139.98,7141.798587,43850500.49,29-Oct-17
1509336000,30-Oct-17,BTC/USD,6139.98,6204.6,6025.25,6132.81,4236.476455,25981505.17,30-Oct-17
1509422400,31-Oct-17,BTC/USD,6132.81,6467.32,6097.8,6435.35,6647.690846,42780217.28,31-Oct-17
1509508800,1-Nov-17,BTC/USD,6435.35,6910,6365,6850,9985.016753,68397364.76,1-Nov-17
1509595200,2-Nov-17,BTC/USD,6850,7336,6767.67,7196.58,13179.66593,94848520.24,2-Nov-17
1509681600,3-Nov-17,BTC/USD,7196.58,7448.78,7100,7148.63,7305.269175,52222666.38,3-Nov-17
1509768000,4-Nov-17,BTC/USD,7148.63,7511.34,7099.01,7400,3856.191767,28535819.08,4-Nov-17
1509854400,5-Nov-17,BTC/USD,7400,7589.79,7151.11,7190,6589.397292,47377766.53,5-Nov-17
1509940800,6-Nov-17,BTC/USD,7190,7410,6947.63,7134.31,6908.325351,49286134.63,6-Nov-17
1510027200,7-Nov-17,BTC/USD,7134.31,7374.89,6975.03,7349.5,6292.931933,46249903.24,7-Nov-17
1510113600,8-Nov-17,BTC/USD,7349.5,7950.03,7050.11,7345.01,14761.68573,108424729.3,8-Nov-17
1510200000,9-Nov-17,BTC/USD,7345.01,7439.96,7101.02,7253.45,6635.034159,48126888.52,9-Nov-17
1510286400,10-Nov-17,BTC/USD,7253.45,7319.5,6420,6773.9,16856.01395,114180952.9,10-Nov-17
1510372800,11-Nov-17,BTC/USD,6773.9,6825.35,6100,6100,11930.89285,72778446.37,11-Nov-17
1510459200,12-Nov-17,BTC/USD,6100,6500,5450,5957.67,22420.65914,133574888.4,12-Nov-17
1510545600,13-Nov-17,BTC/USD,5957.67,6804.87,5931.65,6686,17474.95314,116837536.7,13-Nov-17
1510632000,14-Nov-17,BTC/USD,6686,6900,6479.93,6863.82,8311.469714,57048432.05,14-Nov-17
1510718400,15-Nov-17,BTC/USD,6863.82,7367.94,6801.04,7274.72,7075.098212,51469358.47,15-Nov-17
1510804800,16-Nov-17,BTC/USD,7274.72,7993,7190,7925.01,8640.765017,68478149.17,16-Nov-17
1510891200,17-Nov-17,BTC/USD,7925.01,7990,7450,7605,6348.625174,48281294.45,17-Nov-17
1510977600,18-Nov-17,BTC/USD,7605,7862.62,7516.48,7782.99,2605.654784,20279785.13,18-Nov-17
1511064000,19-Nov-17,BTC/USD,7782.99,8099,7668.06,7969.11,3761.430815,29975255.92,19-Nov-17
1511150400,20-Nov-17,BTC/USD,7969.11,8314.95,7790,7909.17,8549.34256,67618203.69,20-Nov-17
1511236800,21-Nov-17,BTC/USD,7909.17,8360.01,7818.65,8178,6567.9157,53712414.59,21-Nov-17
1511323200,22-Nov-17,BTC/USD,8178,8304.98,8106.99,8216.69,3253.183652,26730401.58,22-Nov-17
1511409600,23-Nov-17,BTC/USD,8216.69,8272.99,7900,8096.56,3885.406316,31458425.36,23-Nov-17
1511496000,24-Nov-17,BTC/USD,8096.56,8340.02,8025.01,8214.57,4787.413805,39326545.82,24-Nov-17
1511582400,25-Nov-17,BTC/USD,8214.57,8925,8214.44,8872,6090.477955,54034720.42,25-Nov-17
1511668800,26-Nov-17,BTC/USD,8872,9721.79,8811.1,9591.76,8424.748735,80808167.93,26-Nov-17
1511755200,27-Nov-17,BTC/USD,9591.76,9769.47,9300,9717.97,7433.397278,72237531.74,27-Nov-17
1511841600,28-Nov-17,BTC/USD,9717.97,10394.43,9694.94,10310.04,10151.88537,104666344.3,28-Nov-17
1511928000,29-Nov-17,BTC/USD,10310.04,11454,9500,10759.89,18277.4631,196663492.4,29-Nov-17
1512014400,30-Nov-17,BTC/USD,10759.89,10900,8975,9715.55,21032.26879,204340059,30-Nov-17
1512100800,1-Dec-17,BTC/USD,9715.55,11100,9360.01,10938.42,12349.959,135089038.5,1-Dec-17
1512187200,2-Dec-17,BTC/USD,10938.42,11200,10700,10954.92,4630.243529,50723947.44,2-Dec-17
1512273600,3-Dec-17,BTC/USD,10954.92,11870,10500.17,11399.99,10848.82374,123676482.2,3-Dec-17
1512360000,4-Dec-17,BTC/USD,11399.99,11714.21,10850,11626.56,7025.255241,81679551.57,4-Dec-17
1512446400,5-Dec-17,BTC/USD,11626.56,12300.02,11489.92,12230,8935.405617,109280010.7,5-Dec-17
1512532800,6-Dec-17,BTC/USD,12230,14711.22,12136.64,13812.76,19236.34784,265707056,6-Dec-17
1512619200,7-Dec-17,BTC/USD,13812.76,17712.65,13799,16783.25,26024.93869,436783052.2,7-Dec-17
1512705600,8-Dec-17,BTC/USD,16783.25,17000,14000,15942.35,18632.60973,297047585.8,8-Dec-17
1512792000,9-Dec-17,BTC/USD,15942.35,16100,13141.5,13200,9967.756954,131574391.8,9-Dec-17
1512878400,10-Dec-17,BTC/USD,13200,16984.61,13178,16638.88,14633.03073,243477242.3,10-Dec-17
1512964800,11-Dec-17,BTC/USD,16638.88,17488,16260.3,16450,9525.731206,156698278.3,11-Dec-17
1513051200,12-Dec-17,BTC/USD,16450,17613,16347.71,16909.18,10051.55019,169963471.4,12-Dec-17
1513137600,13-Dec-17,BTC/USD,16909.18,17400,15902,16300,10556.72204,172074569.2,13-Dec-17
1513224000,14-Dec-17,BTC/USD,16300,17692.15,16157.54,17300,9932.166068,171826473,14-Dec-17
1513310400,15-Dec-17,BTC/USD,17300,17920,16900,17750,5619.776719,99751036.77,15-Dec-17
1513396800,16-Dec-17,BTC/USD,17750,19739,17750,19172.5,5964.617293,114356625,16-Dec-17
1513483200,17-Dec-17,BTC/USD,19172.5,19999,18125.45,18720,7436.80676,139217022.5,17-Dec-17
1513569600,18-Dec-17,BTC/USD,18720,19315.01,18233.53,18964.09,6318.671508,119827855.2,18-Dec-17
1513656000,19-Dec-17,BTC/USD,18964.09,18970,15600,16890.13,17482.15121,295275806.6,19-Dec-17
1513742400,20-Dec-17,BTC/USD,16890.13,17881.37,15800,16912.07,12909.40612,218324779.9,20-Dec-17
1513828800,21-Dec-17,BTC/USD,16912.07,17375.2,13111.11,14238.85,18041.67044,256892639.2,21-Dec-17
1.51E+12,22-Dec-17,BTC/USD,14238.85,15489,10611,14970.18,35036.14443,524497388.7,22-Dec-17
1.51E+12,23-Dec-17,BTC/USD,14970.18,15894,13701,14306.01,8498.330486,121577200.9,23-Dec-17
1.51E+12,24-Dec-17,BTC/USD,14306.01,14699,12600,13550.4,9598.506449,130063601.8,24-Dec-17
1.51E+12,25-Dec-17,BTC/USD,13550.4,14786.08,13317,14690,5226.062863,76770863.46,25-Dec-17
1.51E+12,26-Dec-17,BTC/USD,14690,16150,14555.31,15880,7286.369668,115707550.3,26-Dec-17
1.51E+12,27-Dec-17,BTC/USD,15880,16500,14000,14439.36,11025.75885,159204901.3,27-Dec-17
1.51E+12,28-Dec-17,BTC/USD,14439.36,15100,13514.81,14881.76,9463.194864,140828994.8,28-Dec-17
1.51E+12,29-Dec-17,BTC/USD,14881.76,15115.1,13600,13962.62,7099.359993,99125665.83,29-Dec-17
1.51E+12,30-Dec-17,BTC/USD,13962.62,14083.39,12481.44,13000.66,8238.104273,107100792.7,30-Dec-17
1.51E+12,31-Dec-17,BTC/USD,13000.66,14191.2,12572,13372,7456.858989,99713118.4,31-Dec-17
1.51E+12,1-Jan-18,BTC/USD,13372,13860.9,12800,13048.56,5430.363684,70858426.35,1-Jan-18
1.51E+12,2-Jan-18,BTC/USD,13048.56,15249.97,12851,14912.1,8890.250744,132572308.1,2-Jan-18
1.51E+12,3-Jan-18,BTC/USD,14912.1,15503.59,14583.47,15100,9989.680366,150844173.5,3-Jan-18
1.52E+12,4-Jan-18,BTC/USD,15100,15200,14000,14970,10517.03381,157439996.1,4-Jan-18
1.52E+12,5-Jan-18,BTC/USD,14970,17124.44,14800,16567.18,11124.26466,184297695,5-Jan-18
1.52E+12,6-Jan-18,BTC/USD,16567.18,17236.46,16298.31,16710.48,6023.032552,100647765,6-Jan-18
1.52E+12,7-Jan-18,BTC/USD,16710.48,16856.01,15514.87,15624.35,5795.356283,90548674.93,7-Jan-18
1.52E+12,8-Jan-18,BTC/USD,15624.35,16061.98,13825.22,15257.87,12094.49436,184536222.6,8-Jan-18
1.52E+12,9-Jan-18,BTC/USD,15257.87,15419.24,14006,14158.47,8615.10846,121976754.7,9-Jan-18
1.52E+12,10-Jan-18,BTC/USD,14158.47,14970,13100,13267.19,9778.477775,129732922.6,10-Jan-18
1.52E+12,11-Jan-18,BTC/USD,13267.19,14205.4,12810,13657.32,10420.92753,142321942,11-Jan-18
1.52E+12,12-Jan-18,BTC/USD,13657.32,14274.8,13359,14187.7,7798.071366,110636697.1,12-Jan-18
1.52E+12,13-Jan-18,BTC/USD,14187.7,14550,13913.71,14201.67,3914.593431,55593764.08,13-Jan-18
1.52E+12,14-Jan-18,BTC/USD,14201.67,14260.69,13100,13510.1,4145.152145,56001420,14-Jan-18
1.52E+12,15-Jan-18,BTC/USD,13510.1,14283.26,12738.3,12880,6417.740503,82660497.68,15-Jan-18
1.52E+12,16-Jan-18,BTC/USD,12880,13195,10001,10999,22529.77544,247805000,16-Jan-18
1.52E+12,17-Jan-18,BTC/USD,10999,11869.98,9125,11376,23715.72851,269790127.5,17-Jan-18
1.52E+12,18-Jan-18,BTC/USD,11376,12110,10677.33,11207.65,14843.46482,166360358.4,18-Jan-18
1.52E+12,19-Jan-18,BTC/USD,11207.65,12018.39,11061,11791.44,9109.357998,107412448.3,19-Jan-18
1.52E+12,20-Jan-18,BTC/USD,11791.44,12999,11625.49,12493.74,5846.826545,73048730.68,20-Jan-18
1.52E+12,21-Jan-18,BTC/USD,12493.74,12555.07,11112,11476.88,6640.39942,76211067.3,21-Jan-18
1.52E+12,22-Jan-18,BTC/USD,11476.88,11865,10026.03,10853.37,12448.86538,135112142.1,22-Jan-18
1.52E+12,23-Jan-18,BTC/USD,10853.37,11372.51,9940,10841.02,9911.573216,107451563.5,23-Jan-18
1.52E+12,24-Jan-18,BTC/USD,10841.02,11693.7,10500,11645.01,8520.131753,99217019.46,24-Jan-18
1.52E+12,25-Jan-18,BTC/USD,11645.01,11645.02,10805.56,11540,6803.997266,78518128.44,25-Jan-18
1.52E+12,26-Jan-18,BTC/USD,11540,11550,10300,11000.5,8517.781006,93699849.96,26-Jan-18
1.52E+12,27-Jan-18,BTC/USD,11000.5,11535,10821.76,11375.05,4669.895055,53120289.74,27-Jan-18
1.52E+12,28-Jan-18,BTC/USD,11375.05,11878.1,11217.41,11347.72,4343.224619,49285696.87,28-Jan-18
1.52E+12,29-Jan-18,BTC/USD,11347.72,11422.33,10800,10918.47,5987.046496,65369387.56,29-Jan-18
1.52E+12,30-Jan-18,BTC/USD,10918.47,11054.2,9555,9897.61,13487.85627,133497541.1,30-Jan-18
1.52E+12,31-Jan-18,BTC/USD,9897.61,10299.99,9636.18,9935.42,7705.389113,76556277.1,31-Jan-18
1.52E+12,1-Feb-18,BTC/USD,9935.42,10164.68,8411.11,8673.79,17757.72179,154026749.7,1-Feb-18
1.52E+12,2-Feb-18,BTC/USD,8673.79,9090,7603,8285.82,20168.3352,167111195.2,2-Feb-18
1.52E+12,3-Feb-18,BTC/USD,8285.82,9494.86,8165.58,9183.98,6382.415172,58615973.29,3-Feb-18
1.52E+12,4-Feb-18,BTC/USD,9183.98,9353.45,7830.79,8118.08,8940.851234,72582545.59,4-Feb-18
1.52E+12,5-Feb-18,BTC/USD,8118.08,8334,6158.38,6313.79,26214.92964,165515560.6,5-Feb-18
1.52E+12,6-Feb-18,BTC/USD,6313.79,7944,5931.34,7262.54,28273.93653,205340595,6-Feb-18
1.52E+12,7-Feb-18,BTC/USD,7262.54,8589,7200,7973.07,14408.67689,114881389.5,7-Feb-18
1.52E+12,8-Feb-18,BTC/USD,7973.07,8638.99,7768.92,8078.39,14589.14714,117856820.4,8-Feb-18
1.52E+12,9-Feb-18,BTC/USD,8078.39,9000,7750,8945.5,6232.926203,55756641.35,9-Feb-18
1.52E+12,10-Feb-18,BTC/USD,8945.5,9069,8051.29,8060,6384.210561,51456737.12,10-Feb-18
1.52E+12,11-Feb-18,BTC/USD,8060,8573,7824.48,8484.8,5243.760358,44492257.89,11-Feb-18
1.52E+12,12-Feb-18,BTC/USD,8484.8,8985,8349.99,8764.99,5087.61321,44592878.91,12-Feb-18
1.52E+12,13-Feb-18,BTC/USD,8764.99,8774.99,8379,8704.92,5105.793031,44445519.87,13-Feb-18
1.52E+12,14-Feb-18,BTC/USD,8704.92,9749.99,8702.88,9666.64,9139.581131,88349040.54,14-Feb-18
1.52E+12,15-Feb-18,BTC/USD,9666.64,10307.6,9502.75,10106,8987.901139,90831728.91,15-Feb-18
1.52E+12,16-Feb-18,BTC/USD,10106,10500,9710,10500,5377.571883,56464504.77,16-Feb-18
1.52E+12,17-Feb-18,BTC/USD,10500,11270,10480,10851.24,4924.290737,53434660.62,17-Feb-18
1.52E+12,18-Feb-18,BTC/USD,10851.24,10990.01,10150,10537.81,5947.320064,62671728.84,18-Feb-18
1.52E+12,19-Feb-18,BTC/USD,10537.81,11507,10403.55,11425.07,4136.948622,47264927.59,19-Feb-18
1.52E+12,20-Feb-18,BTC/USD,11425.07,11750,10849.99,10902,8642.947935,94225418.38,20-Feb-18
1.52E+12,21-Feb-18,BTC/USD,10902,11186,10248,10744.57,10405.56139,111803282.8,21-Feb-18
1.52E+12,22-Feb-18,BTC/USD,10744.57,10939.9,9595,9815.34,10538.464,103438607.3,22-Feb-18
1.52E+12,23-Feb-18,BTC/USD,9815.34,10480,9684.44,10410.1,5523.366911,57498801.88,23-Feb-18
1.52E+12,24-Feb-18,BTC/USD,10410.1,10534.77,9388.97,9582.74,5291.33531,50705490.53,24-Feb-18
1.52E+12,25-Feb-18,BTC/USD,9582.74,9870,9290,9622.46,3193.186603,30726310.36,25-Feb-18
1.52E+12,26-Feb-18,BTC/USD,9622.46,10433.88,9399,10271.72,5708.565499,58636786.41,26-Feb-18
1.52E+12,27-Feb-18,BTC/USD,10271.72,10950,10215.78,10908.9,6093.627158,66474769.3,27-Feb-18
1.52E+12,28-Feb-18,BTC/USD,10908.9,11050,10200,10354,5624.55586,58236651.38,28-Feb-18
1.52E+12,1-Mar-18,BTC/USD,10354,11200,10336.01,11102.3,5234.328606,58113086.48,1-Mar-18
1.52E+12,2-Mar-18,BTC/USD,11102.3,11365,10779.44,11283.37,3574.416943,40331468.91,2-Mar-18
1.52E+12,3-Mar-18,BTC/USD,11283.37,11484.98,11109,11158.51,1638.812394,18286704.49,3-Mar-18
1.52E+12,4-Mar-18,BTC/USD,11158.51,11575.98,11060.01,11551.01,1882.05909,21739683.37,4-Mar-18
1.52E+12,5-Mar-18,BTC/USD,11551.01,11650.01,11175,11249.88,3538.137509,39803622.4,5-Mar-18
1.52E+12,6-Mar-18,BTC/USD,11249.88,11328.73,10563.93,10735.22,4754.105944,51036373.21,6-Mar-18
1.52E+12,7-Mar-18,BTC/USD,10735.22,10815.41,9375,9562.28,11595.31264,110877626.1,7-Mar-18
1.52E+12,8-Mar-18,BTC/USD,9562.28,10100,8872.91,8986.47,8997.693869,80857506.02,8-Mar-18
1.52E+12,9-Mar-18,BTC/USD,8986.47,9430,8370,9249.99,10690.07678,98883103.31,9-Mar-18
1.52E+12,10-Mar-18,BTC/USD,9249.99,9515.21,8544.95,8648.35,3603.880228,31167617.57,10-Mar-18
1.52E+12,11-Mar-18,BTC/USD,8648.35,9772.42,8578.1,9439.6,4806.480005,45371248.65,11-Mar-18
1.52E+12,12-Mar-18,BTC/USD,9439.6,9898,8760,9061.57,8050.194926,72947404.84,12-Mar-18
1.52E+12,13-Mar-18,BTC/USD,9061.57,9500,8850,9259.03,5461.629762,50569393.82,13-Mar-18
1.52E+12,14-Mar-18,BTC/USD,9259.03,9259.03,7749,7889.99,11379.0243,89780387.95,14-Mar-18
1.52E+12,15-Mar-18,BTC/USD,7889.99,8416.92,7675.35,8042.9,9378.651754,75431558.2,15-Mar-18
1.52E+12,16-Mar-18,BTC/USD,8042.9,8607.11,8037.5,8220.82,5750.819116,47276448.81,16-Mar-18
