unix,date,symbol,open,high,low,close,Volume SOL,Volume USD
1.64883E+12,4/1/2022 15:00,SOL/USD,132.685,134.145,131.859,132.728,7414.544683,984117.6867
1.64883E+12,4/1/2022 16:00,SOL/USD,132.728,135.263,132.262,133.105,2295.760213,305577.1632
1.64883E+12,4/1/2022 17:00,SOL/USD,133.105,135.501,132.76,135.501,2622.745021,355384.5731
1.64884E+12,4/1/2022 18:00,SOL/USD,135.501,136.914,133.426,134.962,7484.190899,1010081.372
1.64884E+12,4/1/2022 19:00,SOL/USD,134.962,137.488,134.766,137.488,1402.88239,192879.494
1.64884E+12,4/1/2022 20:00,SOL/USD,137.488,137.852,134.875,135.206,2295.917403,310421.8084
1.64885E+12,4/1/2022 21:00,SOL/USD,135.206,138,135.206,137.726,1347.570323,185595.4703
1.64885E+12,4/1/2022 22:00,SOL/USD,137.726,138.425,135.448,136.688,681.177459,93108.78452
1.64885E+12,4/1/2022 23:00,SOL/USD,136.688,137.011,133.524,134.581,1275.490235,171656.7513
1.64886E+12,4/2/2022 0:00,SOL/USD,134.581,137.361,133.182,137.068,1837.51277,251864.2004
1.64886E+12,4/2/2022 1:00,SOL/USD,137.068,137.143,134.826,136.784,1130.051995,154573.0321
1.64886E+12,4/2/2022 2:00,SOL/USD,136.784,137.082,133.89,135.099,1045.579655,141256.7658
1.64887E+12,4/2/2022 3:00,SOL/USD,135.099,135.556,134.359,134.849,159.623565,21525.07812
1.64887E+12,4/2/2022 4:00,SOL/USD,134.849,135.501,134.273,135.228,1426.101525,192848.857
1.64888E+12,4/2/2022 5:00,SOL/USD,135.228,135.258,134.296,135.253,780.756044,105599.5972
1.64888E+12,4/2/2022 6:00,SOL/USD,135.253,136.29,135.064,136.273,513.760424,70011.67426
1.64888E+12,4/2/2022 7:00,SOL/USD,136.273,136.273,134.906,135.918,256.565477,34871.8665
1.64889E+12,4/2/2022 8:00,SOL/USD,135.918,136.179,135.17,135.979,229.560056,31215.34685
1.64889E+12,4/2/2022 9:00,SOL/USD,135.979,136.217,135.167,136.179,76.466782,10413.16991
1.64889E+12,4/2/2022 10:00,SOL/USD,136.179,137.423,135.753,137.423,137.119312,18843.34721
1.6489E+12,4/2/2022 11:00,SOL/USD,137.423,138.366,136.736,137.728,1373.359132,189150.0065
1.6489E+12,4/2/2022 12:00,SOL/USD,137.728,139.512,136.438,139.148,1070.767766,148995.1931
1.6489E+12,4/2/2022 13:00,SOL/USD,139.148,143.583,139.148,141.588,2984.604826,422584.2281
1.64891E+12,4/2/2022 14:00,SOL/USD,141.588,142.294,139.337,140.148,1489.965857,208815.7349
1.64891E+12,4/2/2022 15:00,SOL/USD,140.148,140.148,136.734,137.977,1818.633998,250929.6631
1.64892E+12,4/2/2022 16:00,SOL/USD,137.977,140.424,137.576,138.98,1952.294188,271329.8462
1.64892E+12,4/2/2022 17:00,SOL/USD,138.98,139.699,137.047,137.616,364.730773,50192.79006
1.64892E+12,4/2/2022 18:00,SOL/USD,137.616,138.113,134.556,134.947,1664.558413,224627.1642
1.64893E+12,4/2/2022 19:00,SOL/USD,134.947,137.111,134.947,135.997,587.604042,79912.3869
1.64893E+12,4/2/2022 20:00,SOL/USD,135.997,137.541,135.343,136.931,1334.538542,182739.6971
1.64893E+12,4/2/2022 21:00,SOL/USD,136.931,137.55,135.675,136.463,429.930625,58669.62288
1.64894E+12,4/2/2022 22:00,SOL/USD,136.463,137.135,133.858,134.323,318.56089,42790.05443
1.64894E+12,4/2/2022 23:00,SOL/USD,134.323,134.722,131.5,132.498,1877.601856,248778.4907
1.64894E+12,4/3/2022 0:00,SOL/USD,132.498,134,132.292,134,21124.85091,2830730.022
1.64895E+12,4/3/2022 1:00,SOL/USD,134,134,130.78,133.448,3657.177092,488042.9686
1.64895E+12,4/3/2022 2:00,SOL/USD,133.448,136.21,133.105,134.011,394.382103,52851.54001
1.64895E+12,4/3/2022 3:00,SOL/USD,134.011,136.096,134.011,134.952,342.557218,46228.78168
1.64896E+12,4/3/2022 4:00,SOL/USD,134.952,136.914,134.952,136.756,183.287077,25065.6075
1.64896E+12,4/3/2022 5:00,SOL/USD,136.756,138.921,136.679,138.548,658.388027,91218.34436
1.64897E+12,4/3/2022 6:00,SOL/USD,138.548,138.924,137.649,138.465,227.217027,31461.60564
1.64897E+12,4/3/2022 7:00,SOL/USD,138.465,138.678,136.715,137.343,850.449091,116803.2295
1.64897E+12,4/3/2022 8:00,SOL/USD,137.343,138.536,137.151,137.424,97.5171,13401.18995
1.64898E+12,4/3/2022 9:00,SOL/USD,137.424,141,136.438,139.816,720.745983,100771.8204
1.64898E+12,4/3/2022 10:00,SOL/USD,139.816,140.413,138.835,139.142,477.952366,66503.24811
1.64898E+12,4/3/2022 11:00,SOL/USD,139.142,139.833,137.919,139.144,807.173133,112313.2984
1.64899E+12,4/3/2022 12:00,SOL/USD,139.144,139.914,138.056,138.156,240.983396,33293.30206
1.64899E+12,4/3/2022 13:00,SOL/USD,138.156,139,137.523,137.559,380.671571,52364.80064
1.64899E+12,4/3/2022 14:00,SOL/USD,137.559,137.851,135.598,136.789,441.113088,60339.41819
1.649E+12,4/3/2022 15:00,SOL/USD,136.789,137.647,135.955,136.2,733.331947,99879.81118
1.649E+12,4/3/2022 16:00,SOL/USD,136.2,136.402,134.713,134.713,678.841747,91448.80826
1.64901E+12,4/3/2022 17:00,SOL/USD,134.713,135.8,134.3,135.624,336.29021,45609.02344
1.64901E+12,4/3/2022 18:00,SOL/USD,135.624,136.9,135.208,136.116,353.162754,48071.10142
1.64901E+12,4/3/2022 19:00,SOL/USD,136.116,136.62,135.011,135.385,219.359762,29698.02138
1.64902E+12,4/3/2022 20:00,SOL/USD,135.385,136.53,135.189,135.86,791.855588,107581.5002
1.64902E+12,4/3/2022 21:00,SOL/USD,135.86,137.543,135.641,137.543,1003.788017,138064.0152
1.64902E+12,4/3/2022 22:00,SOL/USD,137.543,139.553,137.2,137.693,2167.855097,298498.4719
1.64903E+12,4/3/2022 23:00,SOL/USD,137.693,137.693,135.537,136.945,864.053209,118327.7667
1.64903E+12,4/4/2022 0:00,SOL/USD,136.945,136.945,134.393,134.393,1657.501414,222756.5875
1.64903E+12,4/4/2022 1:00,SOL/USD,134.393,135.991,134.246,135.759,1919.349434,260568.9598
1.64904E+12,4/4/2022 2:00,SOL/USD,135.759,136.428,134.956,136.428,1319.059693,179956.6758
1.64904E+12,4/4/2022 3:00,SOL/USD,136.428,137.4,135.193,135.343,1117.182354,151202.8113
1.64904E+12,4/4/2022 4:00,SOL/USD,135.343,136.25,134.947,135.462,1040.055956,140888.0599
1.64905E+12,4/4/2022 5:00,SOL/USD,135.462,136.698,135.135,136.116,153.246748,20859.33435
1.64905E+12,4/4/2022 6:00,SOL/USD,136.116,136.78,135.802,136.299,261.050209,35580.88244
1.64906E+12,4/4/2022 7:00,SOL/USD,136.299,138.319,135.943,137.14,432.895245,59367.2539
1.64906E+12,4/4/2022 8:00,SOL/USD,137.14,137.74,135.942,136.507,737.884078,100726.3418
1.64906E+12,4/4/2022 9:00,SOL/USD,136.507,137.005,135.17,135.309,55.72523,7540.125146
1.64907E+12,4/4/2022 10:00,SOL/USD,135.309,135.393,133.342,133.9,1940.105144,259780.0788
1.64907E+12,4/4/2022 11:00,SOL/USD,133.9,135.404,133.711,134.999,444.185686,59964.62342
1.64907E+12,4/4/2022 12:00,SOL/USD,134.999,135.453,132.682,133.058,672.969244,89543.94167
1.64908E+12,4/4/2022 13:00,SOL/USD,133.058,133.392,131.109,132.988,1205.799134,160356.8152
1.64908E+12,4/4/2022 14:00,SOL/USD,132.988,133.615,131.344,131.468,314.721211,41375.76817
1.64908E+12,4/4/2022 15:00,SOL/USD,131.468,131.826,128.555,129.432,1880.717833,243425.0706
1.64909E+12,4/4/2022 16:00,SOL/USD,129.432,130.664,128.768,129.975,2330.953569,302965.6901
1.64909E+12,4/4/2022 17:00,SOL/USD,129.975,130.238,126.052,127.267,759.317728,96636.08929
1.6491E+12,4/4/2022 18:00,SOL/USD,127.267,129.366,126.251,129,995.119386,128370.4008
1.6491E+12,4/4/2022 19:00,SOL/USD,129,132.366,128.831,130.224,6397.588028,833119.5034
1.6491E+12,4/4/2022 20:00,SOL/USD,130.224,131.99,129.07,130.797,1871.720312,244815.4016
1.64911E+12,4/4/2022 21:00,SOL/USD,130.797,131.551,130.408,131.374,1211.384529,159144.4311
1.64911E+12,4/4/2022 22:00,SOL/USD,131.374,132.818,130.203,132.374,1949.784381,258100.7577
1.64911E+12,4/4/2022 23:00,SOL/USD,132.374,133,132.038,132.155,689.423524,91110.76581
1.64912E+12,4/5/2022 0:00,SOL/USD,132.155,132.584,130.333,130.4,954.961611,124526.9941
1.64912E+12,4/5/2022 1:00,SOL/USD,130.4,132,129.801,131.765,1040.686932,137126.1136
1.64912E+12,4/5/2022 2:00,SOL/USD,131.765,132.507,131.702,131.903,1144.227955,150927.0999
1.64913E+12,4/5/2022 3:00,SOL/USD,131.903,134,131.864,133.312,429.637101,57275.78121
1.64913E+12,4/5/2022 4:00,SOL/USD,133.312,133.826,133.017,133.558,324.483508,43337.36836
1.64913E+12,4/5/2022 5:00,SOL/USD,133.558,134.246,132.725,132.963,772.757703,102748.1825
1.64914E+12,4/5/2022 6:00,SOL/USD,132.963,133.329,131.544,131.928,89.132551,11759.07919
1.64914E+12,4/5/2022 7:00,SOL/USD,131.928,133.733,131.928,133.223,49.570994,6603.996534
1.64915E+12,4/5/2022 8:00,SOL/USD,133.223,133.373,132.206,132.789,41.283499,5481.994549
1.64915E+12,4/5/2022 9:00,SOL/USD,132.789,133.447,131.858,131.926,246.092196,32465.95905
1.64915E+12,4/5/2022 10:00,SOL/USD,131.926,133.5,131.53,133.071,367.409175,48891.50633
1.64916E+12,4/5/2022 11:00,SOL/USD,133.071,134.77,132.827,134.77,934.475911,125939.3185
1.64916E+12,4/5/2022 12:00,SOL/USD,134.77,136.529,134.049,135.13,10556.86354,1426548.97
1.64916E+12,4/5/2022 13:00,SOL/USD,135.13,135.604,132.344,132.8,1304.185297,173195.8074
1.64917E+12,4/5/2022 14:00,SOL/USD,132.8,133.211,129.577,129.81,1552.728749,201559.7189
1.64917E+12,4/5/2022 15:00,SOL/USD,129.81,132.093,129.053,131.679,1529.008411,201338.2986
1.64917E+12,4/5/2022 16:00,SOL/USD,131.679,133.546,130.075,132.95,2036.203581,270713.2661
1.64918E+12,4/5/2022 17:00,SOL/USD,132.95,133.685,131.708,131.902,1277.464642,168500.1412
1.64918E+12,4/5/2022 18:00,SOL/USD,131.902,132.423,130.9,131.244,220.784792,28976.67924
1.64919E+12,4/5/2022 19:00,SOL/USD,131.244,132.002,129.326,131.036,778.057019,101953.4795
1.64919E+12,4/5/2022 20:00,SOL/USD,131.036,131.374,128.869,129.948,1145.619247,148870.9299
1.64919E+12,4/5/2022 21:00,SOL/USD,129.948,130.084,129.137,129.85,675.645174,87732.52584
1.6492E+12,4/5/2022 22:00,SOL/USD,129.85,130.337,128.207,128.728,339.376214,43687.22128
1.6492E+12,4/5/2022 23:00,SOL/USD,128.728,128.728,126.231,126.835,512.06058,64947.20366
1.6492E+12,4/6/2022 0:00,SOL/USD,126.835,126.835,120.191,124.666,8302.373044,1035023.638
1.64921E+12,4/6/2022 1:00,SOL/USD,124.666,125.652,124.317,125.098,9550.231239,1194714.828
1.64921E+12,4/6/2022 2:00,SOL/USD,125.098,126.098,124.714,125.201,686.016167,85889.91012
1.64921E+12,4/6/2022 3:00,SOL/USD,125.201,125.201,123.466,123.582,479.836891,59299.20266
1.64922E+12,4/6/2022 4:00,SOL/USD,123.582,125.517,123.148,125.38,1448.081648,181560.477
1.64922E+12,4/6/2022 5:00,SOL/USD,125.38,126.926,125.38,126.441,238.254871,30125.18414
1.64922E+12,4/6/2022 6:00,SOL/USD,126.441,126.98,125.535,126.84,329.728086,41822.71043
1.64923E+12,4/6/2022 7:00,SOL/USD,126.84,127.431,125.448,125.624,1178.372645,148031.8852
1.64923E+12,4/6/2022 8:00,SOL/USD,125.624,125.65,124.604,125.386,107.969396,13537.85069
1.64924E+12,4/6/2022 9:00,SOL/USD,125.386,125.452,123.651,124.368,114.527224,14243.52179
1.64924E+12,4/6/2022 10:00,SOL/USD,124.368,124.674,121.963,122.134,511.55008,62477.65747
1.64924E+12,4/6/2022 11:00,SOL/USD,122.134,122.674,119.394,121.75,2389.081028,290870.6152
1.64925E+12,4/6/2022 12:00,SOL/USD,121.75,123.127,120.797,122.005,615.672873,75115.16887
1.64925E+12,4/6/2022 13:00,SOL/USD,122.005,123.173,118.671,119.171,2473.104453,294722.3308
1.64925E+12,4/6/2022 14:00,SOL/USD,119.171,119.289,116.505,117.546,4461.203749,524396.6559
1.64926E+12,4/6/2022 15:00,SOL/USD,117.546,118.027,117.409,117.547,281.578538,33098.71241
1.64926E+12,4/6/2022 16:00,SOL/USD,117.547,118.352,115.078,116.253,1181.061322,137301.9219
1.64926E+12,4/6/2022 17:00,SOL/USD,116.253,118.264,114.679,117.807,1895.770922,223335.085
1.64927E+12,4/6/2022 18:00,SOL/USD,117.807,120,114.836,119.152,2558.659172,304869.3577
1.64927E+12,4/6/2022 19:00,SOL/USD,119.152,119.747,117.605,118.846,861.821278,102424.0116
1.64928E+12,4/6/2022 20:00,SOL/USD,118.846,119.408,117.784,118.512,973.534406,115375.5095
1.64928E+12,4/6/2022 21:00,SOL/USD,118.512,119.501,117.389,117.389,510.680825,59948.31137
1.64928E+12,4/6/2022 22:00,SOL/USD,117.389,117.839,115.147,115.272,816.980702,94174.99948
1.64929E+12,4/6/2022 23:00,SOL/USD,115.272,116.216,112.208,113.085,1105.728501,125041.3075
1.64929E+12,4/7/2022 0:00,SOL/USD,113.085,114.863,110.98,111.911,2090.623701,233963.789
1.64929E+12,4/7/2022 1:00,SOL/USD,111.911,114.768,111.911,114.761,1805.706043,207224.6312
1.6493E+12,4/7/2022 2:00,SOL/USD,114.761,114.876,112.662,114.791,949.520801,108996.4423
1.6493E+12,4/7/2022 3:00,SOL/USD,114.791,114.791,112.904,113.8,477.438341,54332.48321
1.6493E+12,4/7/2022 4:00,SOL/USD,113.8,114.791,113.601,114.483,587.821147,67295.52837
1.64931E+12,4/7/2022 5:00,SOL/USD,114.483,114.493,113.137,114.189,221.234236,25262.51617
1.64931E+12,4/7/2022 6:00,SOL/USD,114.189,115.193,113.629,114.305,886.194555,101296.4686
1.64931E+12,4/7/2022 7:00,SOL/USD,114.305,116.339,114.143,115.929,302.690119,35090.56281
1.64932E+12,4/7/2022 8:00,SOL/USD,115.929,116.806,115.847,116.376,82.060762,9549.903239
1.64932E+12,4/7/2022 9:00,SOL/USD,116.376,116.519,113.912,115.434,284.115073,32796.53934
1.64933E+12,4/7/2022 10:00,SOL/USD,115.434,115.434,114.462,115.136,174.008332,20034.62331
1.64933E+12,4/7/2022 11:00,SOL/USD,115.136,117.69,114.71,117.435,805.122095,94549.51323
1.64933E+12,4/7/2022 12:00,SOL/USD,117.435,118.478,116.623,116.744,575.25802,67157.92229
1.64934E+12,4/7/2022 13:00,SOL/USD,116.744,117.358,114.92,117.135,609.452246,71388.18884
1.64934E+12,4/7/2022 14:00,SOL/USD,117.135,117.5,114.49,114.955,1238.296025,142348.3196
1.64934E+12,4/7/2022 15:00,SOL/USD,114.955,115.578,111.852,113.2,1788.883975,202501.666
1.64935E+12,4/7/2022 16:00,SOL/USD,113.2,114.776,112.824,114.776,876.424548,100592.5039
1.64935E+12,4/7/2022 17:00,SOL/USD,114.776,116.149,114.776,115.69,4484.948068,518863.642
1.64935E+12,4/7/2022 18:00,SOL/USD,115.69,117.853,115.645,117.755,54.177432,6379.663505
1.64936E+12,4/7/2022 19:00,SOL/USD,117.755,118.583,117.02,117.78,442.860263,52160.08178
1.64936E+12,4/7/2022 20:00,SOL/USD,117.78,118.908,117.268,118.466,354.080678,41946.5216
1.64937E+12,4/7/2022 21:00,SOL/USD,118.466,118.49,116.816,117.56,115.518452,13580.34922
1.64937E+12,4/7/2022 22:00,SOL/USD,117.56,118.72,117.177,118.636,329.478747,39088.04063
1.64937E+12,4/7/2022 23:00,SOL/USD,118.636,119.871,118.191,118.793,829.424546,98529.83009
1.64938E+12,4/8/2022 0:00,SOL/USD,118.793,121.693,118.116,119.8,1197.179896,143422.1515
1.64938E+12,4/8/2022 1:00,SOL/USD,119.8,121.589,119.388,121.022,745.976037,90279.51195
1.64938E+12,4/8/2022 2:00,SOL/USD,121.022,122,120.744,121.427,1974.557827,239764.6333
1.64939E+12,4/8/2022 3:00,SOL/USD,121.427,122.462,121.427,122.137,830.644968,101452.4845
1.64939E+12,4/8/2022 4:00,SOL/USD,122.137,122.435,121.105,121.302,2267.603066,275064.7871
1.64939E+12,4/8/2022 5:00,SOL/USD,121.302,121.847,120.657,121.389,1775.732889,215554.4397
1.6494E+12,4/8/2022 6:00,SOL/USD,121.389,121.567,119.75,119.872,1214.690239,145607.3483
1.6494E+12,4/8/2022 7:00,SOL/USD,119.872,119.886,116.804,118.933,230.522281,27416.70645
1.6494E+12,4/8/2022 8:00,SOL/USD,118.933,120.176,118.072,119.391,331.442216,39571.21761
1.64941E+12,4/8/2022 9:00,SOL/USD,119.391,119.748,118.649,119.014,166.187358,19778.62223
1.64941E+12,4/8/2022 10:00,SOL/USD,119.014,119.014,116.421,117.154,70.644776,8276.318088
1.64942E+12,4/8/2022 11:00,SOL/USD,117.154,117.154,114.996,115.049,277.57046,31934.20385
1.64942E+12,4/8/2022 12:00,SOL/USD,115.049,116.319,114.656,115.176,164.309949,18924.56269
1.64942E+12,4/8/2022 13:00,SOL/USD,115.176,115.511,112.998,113.966,960.44637,109458.231
1.64943E+12,4/8/2022 14:00,SOL/USD,113.966,117.729,113.953,117.203,785.699085,92086.28986
1.64943E+12,4/8/2022 15:00,SOL/USD,117.203,118.428,116.426,116.697,812.348777,94798.66523
1.64943E+12,4/8/2022 16:00,SOL/USD,116.697,116.862,114.538,115.041,996.367074,114623.0646
1.64944E+12,4/8/2022 17:00,SOL/USD,115.041,115.043,113.453,114.447,1367.142041,156465.3052
1.64944E+12,4/8/2022 18:00,SOL/USD,114.447,115.189,112.817,114.389,1563.479235,178844.8262
1.64944E+12,4/8/2022 19:00,SOL/USD,114.389,115.189,113.035,113.415,1253.140999,142124.9864
1.64945E+12,4/8/2022 20:00,SOL/USD,113.415,113.973,112.807,113.027,213.627345,24145.65792
1.64945E+12,4/8/2022 21:00,SOL/USD,113.027,113.75,111.528,111.855,1431.45842,160115.7816
1.64946E+12,4/8/2022 22:00,SOL/USD,111.855,112.257,110.426,110.634,404.541374,44756.03037
1.64946E+12,4/8/2022 23:00,SOL/USD,110.634,110.781,108.206,109.997,1089.199459,119808.6729
1.64946E+12,4/9/2022 0:00,SOL/USD,109.997,111.863,109.85,111.794,953.493253,106594.8247
1.64947E+12,4/9/2022 1:00,SOL/USD,111.794,111.794,109.451,110.663,1154.549627,127765.9254
1.64947E+12,4/9/2022 2:00,SOL/USD,110.663,110.974,108.389,108.735,836.134719,90917.10867
1.64947E+12,4/9/2022 3:00,SOL/USD,108.735,109.893,108.536,109.485,104.981274,11493.87478
1.64948E+12,4/9/2022 4:00,SOL/USD,109.485,110.191,109.098,109.418,120.25168,13157.69832
1.64948E+12,4/9/2022 5:00,SOL/USD,109.418,111.178,109.418,111.178,916.977233,101947.6948
1.64948E+12,4/9/2022 6:00,SOL/USD,111.178,111.178,109.894,110.368,100.099888,11047.82444
1.64949E+12,4/9/2022 7:00,SOL/USD,110.368,110.789,110.049,110.73,821.315492,90944.26443
1.64949E+12,4/9/2022 8:00,SOL/USD,110.73,111.2,110.382,111.158,96.373555,10712.69163
1.64949E+12,4/9/2022 9:00,SOL/USD,111.158,111.158,110.465,110.611,59.303405,6559.60893
1.6495E+12,4/9/2022 10:00,SOL/USD,110.611,110.764,109.13,110.263,197.077488,21730.35506
1.6495E+12,4/9/2022 11:00,SOL/USD,110.263,110.703,109.902,110.428,78.616058,8681.414053
1.64951E+12,4/9/2022 12:00,SOL/USD,110.428,111.732,110.155,111.543,1998.258991,222891.8026
1.64951E+12,4/9/2022 13:00,SOL/USD,111.543,111.728,110.99,111.502,445.644977,49690.30623
1.64951E+12,4/9/2022 14:00,SOL/USD,111.502,111.733,110.224,110.805,238.537727,26431.17284
1.64952E+12,4/9/2022 15:00,SOL/USD,110.805,110.884,109.465,109.569,453.57453,49697.70768
1.64952E+12,4/9/2022 16:00,SOL/USD,109.569,110.658,109.382,110.143,763.171061,84057.95017
1.64952E+12,4/9/2022 17:00,SOL/USD,110.143,111.451,109.984,110.804,852.019165,94407.13156
1.64953E+12,4/9/2022 18:00,SOL/USD,110.804,111.177,109.977,110.343,275.454115,30394.43341
1.64953E+12,4/9/2022 19:00,SOL/USD,110.343,110.651,109.796,109.964,182.673088,20087.46345
1.64953E+12,4/9/2022 20:00,SOL/USD,109.964,110.786,109.673,109.673,158.786104,17414.54838
1.64954E+12,4/9/2022 21:00,SOL/USD,109.673,110.601,109.673,110.372,105.342183,11626.82742
1.64954E+12,4/9/2022 22:00,SOL/USD,110.372,111.417,110.372,110.743,541.028029,59915.06702
1.64955E+12,4/9/2022 23:00,SOL/USD,110.743,113.793,110.734,113.111,934.512333,105703.6245
1.64955E+12,4/10/2022 0:00,SOL/USD,113.111,113.111,111.44,111.674,659.572998,73657.15498
1.64955E+12,4/10/2022 1:00,SOL/USD,111.674,112.71,111.341,112.618,574.923243,64746.70578
1.64956E+12,4/10/2022 2:00,SOL/USD,112.618,113.338,112.445,113.138,532.665612,60264.72201
1.64956E+12,4/10/2022 3:00,SOL/USD,113.138,114.053,113.035,113.399,381.162878,43223.4892
1.64956E+12,4/10/2022 4:00,SOL/USD,113.399,113.453,112.565,113.295,402.786873,45633.73878
1.64957E+12,4/10/2022 5:00,SOL/USD,113.295,113.671,111.885,111.885,163.175976,18256.94407
1.64957E+12,4/10/2022 6:00,SOL/USD,111.885,112.567,111.744,112.349,97.389962,10941.66484
1.64957E+12,4/10/2022 7:00,SOL/USD,112.349,112.425,111.512,111.74,218.390008,24402.89949
1.64958E+12,4/10/2022 8:00,SOL/USD,111.74,112.134,111.11,111.976,509.361209,57036.23074
1.64958E+12,4/10/2022 9:00,SOL/USD,111.976,111.976,110.127,110.503,34.445714,3806.354734
1.64958E+12,4/10/2022 10:00,SOL/USD,110.503,110.575,109.895,110.313,678.099115,74803.14767
1.64959E+12,4/10/2022 11:00,SOL/USD,110.313,111.178,110.313,111.134,342.984279,38117.21486
1.64959E+12,4/10/2022 12:00,SOL/USD,111.134,111.744,110.771,111.115,345.468895,38386.77627
1.6496E+12,4/10/2022 13:00,SOL/USD,111.115,111.486,110.625,110.83,115.782068,12832.1266
1.6496E+12,4/10/2022 14:00,SOL/USD,110.83,112.214,110.767,111.937,182.687093,20449.44513
1.6496E+12,4/10/2022 15:00,SOL/USD,111.937,112.6,111.925,112.434,687.752408,77326.75424
1.64961E+12,4/10/2022 16:00,SOL/USD,112.434,112.838,112.018,112.748,1044.286629,117741.2288
1.64961E+12,4/10/2022 17:00,SOL/USD,112.748,114.85,112.748,114.623,259.634039,29760.03245
1.64961E+12,4/10/2022 18:00,SOL/USD,114.623,115.983,114.623,114.734,395.628175,45392.00303
1.64962E+12,4/10/2022 19:00,SOL/USD,114.734,115.089,114.352,114.699,705.124942,80877.12572
1.64962E+12,4/10/2022 20:00,SOL/USD,114.699,115.482,114.495,114.603,360.628992,41329.16437
1.64962E+12,4/10/2022 21:00,SOL/USD,114.603,114.952,112.829,112.829,371.476691,41913.34357
1.64963E+12,4/10/2022 22:00,SOL/USD,112.829,113.694,110.603,111.449,1621.471816,180711.4124
1.64963E+12,4/10/2022 23:00,SOL/USD,111.449,112.69,110.768,110.78,757.342202,83898.36914
1.64964E+12,4/11/2022 0:00,SOL/USD,110.78,111.562,109.25,111.106,775.068067,86114.71265
1.64964E+12,4/11/2022 1:00,SOL/USD,111.106,111.984,110.776,110.962,1119.365822,124207.0703
1.64964E+12,4/11/2022 2:00,SOL/USD,110.962,111.254,108.439,108.984,905.664679,98702.95938
1.64965E+12,4/11/2022 3:00,SOL/USD,108.984,109.954,108.617,109.928,193.362997,21256.00753
1.64965E+12,4/11/2022 4:00,SOL/USD,109.928,111.06,109.758,110.78,568.439444,62971.72161
1.64965E+12,4/11/2022 5:00,SOL/USD,110.78,111.292,110.491,110.685,99.297994,10990.79847
1.64966E+12,4/11/2022 6:00,SOL/USD,110.685,110.686,109.855,110.259,169.012841,18635.18684
1.64966E+12,4/11/2022 7:00,SOL/USD,110.259,111.254,110.018,111.104,53.239937,5915.16996
1.64966E+12,4/11/2022 8:00,SOL/USD,111.104,111.753,109.412,109.9,45.05945,4952.033555
1.64967E+12,4/11/2022 9:00,SOL/USD,109.9,109.9,104.959,104.959,2399.956758,251897.0614
1.64967E+12,4/11/2022 10:00,SOL/USD,104.959,106.124,104.775,105.778,234.858776,24842.89161
1.64967E+12,4/11/2022 11:00,SOL/USD,105.778,105.942,103.492,103.996,7009.836026,728994.9074
1.64968E+12,4/11/2022 12:00,SOL/USD,103.996,104.716,103.1,103.723,1315.501747,136447.7877
1.64968E+12,4/11/2022 13:00,SOL/USD,103.723,103.723,101.455,103.188,2208.629742,227904.0858
1.64969E+12,4/11/2022 14:00,SOL/USD,103.188,103.732,101.365,102.188,1806.9589,184649.5161
1.64969E+12,4/11/2022 15:00,SOL/USD,102.188,102.914,101.5,101.5,643.746143,65340.23351
1.64969E+12,4/11/2022 16:00,SOL/USD,101.5,102.967,101.426,102.867,1085.234928,111634.8613
1.6497E+12,4/11/2022 17:00,SOL/USD,102.867,103.835,102.216,102.817,618.752926,63618.31959
1.6497E+12,4/11/2022 18:00,SOL/USD,102.817,103.162,101.868,102.985,676.294771,69648.21699
1.6497E+12,4/11/2022 19:00,SOL/USD,102.985,103.357,100.518,101.573,1891.175373,192092.3562
1.64971E+12,4/11/2022 20:00,SOL/USD,101.573,102.675,100.419,101.211,1725.342321,174623.6217
1.64971E+12,4/11/2022 21:00,SOL/USD,101.211,101.637,98.22,98.728,2550.703257,251825.8312
1.64971E+12,4/11/2022 22:00,SOL/USD,98.728,101.309,98.35,100.087,628.709674,62925.66514
1.64972E+12,4/11/2022 23:00,SOL/USD,100.087,100.573,99.171,99.676,727.144321,72478.83734
1.64972E+12,4/12/2022 0:00,SOL/USD,99.676,101.081,99.266,99.998,531.499644,53148.9014
1.64973E+12,4/12/2022 1:00,SOL/USD,99.998,100.949,99.634,99.955,402.469967,40228.88555
1.64973E+12,4/12/2022 2:00,SOL/USD,99.955,100.552,98.426,99.289,1149.879972,114170.4325
1.64973E+12,4/12/2022 3:00,SOL/USD,99.289,99.675,98.7,99.674,589.664751,58774.24439
1.64974E+12,4/12/2022 4:00,SOL/USD,99.674,101.68,99.433,101.557,744.775785,75637.1944
1.64974E+12,4/12/2022 5:00,SOL/USD,101.557,102.96,101.179,102.943,812.384509,83629.29851
1.64974E+12,4/12/2022 6:00,SOL/USD,102.943,103.279,101.867,102.088,629.007169,64214.08387
1.64975E+12,4/12/2022 7:00,SOL/USD,102.088,103.136,101.904,103.088,278.687152,28729.30113
1.64975E+12,4/12/2022 8:00,SOL/USD,103.088,103.566,102.942,103,86.766565,8936.956195
1.64975E+12,4/12/2022 9:00,SOL/USD,103,103.39,102.288,103.282,66.433391,6861.373489
1.64976E+12,4/12/2022 10:00,SOL/USD,103.282,103.348,102.443,102.955,484.060068,49836.4043
1.64976E+12,4/12/2022 11:00,SOL/USD,102.955,105.714,102.955,105.618,6472.690525,683632.6279
1.64976E+12,4/12/2022 12:00,SOL/USD,105.618,108.169,104.936,107.937,1969.979785,212633.7081
